,club_id,name,country_id,foundation_date,value,stadium,squad_size,average_age,national_players,current_transform_record,foriegners
161,c-2425,Rio Ave FC,n-136,,12.88m,Estádio dos Arcos,24,27.4,0,600000.0,12
162,c-1301,CS Marítimo,n-136,,16.75m,Estádio do Marítimo,29,26.6,4,-750000.0,18
163,c-2457,B SAD,n-136,,5.60m,Estádio Nacional do Jamor,25,24.2,4,1800000.0,13
164,c-2503,Boavista FC,n-136,,20.45m,Estádio do Bessa Sec. XXI,28,25.6,8,12250000.0,16
165,c-2423,CD Santa Clara,n-136,,23.40m,Estádio de São Miguel,31,25.8,2,5850000.0,20
166,c-979,Moreirense FC,n-136,,9.73m,E. C. J. de Almeida Freitas,25,26.6,1,1000000.0,16
167,c-2995,FC Paços de Ferreira,n-136,,15.38m,Estádio Capital do Móvel,28,25.7,2,4960000.0,12
168,c-3336,Desportivo Aves (- 2020),n-136,,,Estádio CD das Aves,0,,0,0.0,
169,c-1085,Vitória Setúbal FC,n-136,,375k,Estádio do Bonfim,29,26.0,0,0.0,10
170,c-7179,CD Tondela,n-136,,7.25m,Estádio João Cardoso,26,22.8,2,50000.0,12
171,c-2424,Gil Vicente FC,n-136,,28.55m,Estádio Cidade de Barcelos,25,25.7,4,5350000.0,17
172,c-294,SL Benfica,n-136,,313.00m,Estádio da Luz,24,25.0,10,148170000.0,14
173,c-720,FC Porto,n-136,,279.30m,Estádio do Dragão,28,26.6,9,35740000.0,15
174,c-336,Sporting CP,n-136,,234.50m,Estádio José Alvalade XXI,33,24.5,7,71530000.0,16
175,c-1075,SC Braga,n-136,,111.30m,Estádio Municipal de Braga,25,25.9,3,48730000.0,14
176,c-3329,FC Famalicão,n-136,,39.60m,Estádio Municipal de Famalicão,30,24.3,4,2200000.0,19
177,c-2420,Vitória Guimarães SC,n-136,,39.50m,Estádio D. Afonso Henriques,29,24.1,4,13490000.0,12
178,c-2503,Boavista FC,n-136,,20.45m,Estádio do Bessa Sec. XXI,28,25.6,8,12250000.0,16
179,c-2425,Rio Ave FC,n-136,,12.88m,Estádio dos Arcos,24,27.4,0,600000.0,12
180,c-2995,FC Paços de Ferreira,n-136,,15.38m,Estádio Capital do Móvel,28,25.7,2,4960000.0,12
181,c-7378,Portimonense SC,n-136,,19.75m,Portimonense Estádio,32,25.2,3,12100000.0,23
182,c-1301,CS Marítimo,n-136,,16.75m,Estádio do Marítimo,29,26.6,4,-750000.0,18
183,c-2423,CD Santa Clara,n-136,,23.40m,Estádio de São Miguel,31,25.8,2,5850000.0,20
184,c-979,Moreirense FC,n-136,,9.73m,E. C. J. de Almeida Freitas,25,26.6,1,1000000.0,16
185,c-4294,SC Farense,n-136,,7.60m,Estádio São Luís ,28,27.6,1,0.0,15
186,c-2457,B SAD,n-136,,5.60m,Estádio Nacional do Jamor,25,24.2,4,1800000.0,13
187,c-2424,Gil Vicente FC,n-136,,28.55m,Estádio Cidade de Barcelos,25,25.7,4,5350000.0,17
188,c-7179,CD Tondela,n-136,,7.25m,Estádio João Cardoso,26,22.8,2,50000.0,12
189,c-982,CD Nacional,n-136,,5.28m,Estádio da Madeira,27,25.0,2,0.0,12
190,c-720,FC Porto,n-136,,279.30m,Estádio do Dragão,28,26.6,9,35740000.0,15
191,c-336,Sporting CP,n-136,,234.50m,Estádio José Alvalade XXI,33,24.5,7,71530000.0,16
192,c-294,SL Benfica,n-136,,313.00m,Estádio da Luz,24,25.0,10,148170000.0,14
193,c-1075,SC Braga,n-136,,111.30m,Estádio Municipal de Braga,25,25.9,3,48730000.0,14
194,c-2420,Vitória Guimarães SC,n-136,,39.50m,Estádio D. Afonso Henriques,29,24.1,4,13490000.0,12
195,c-3329,FC Famalicão,n-136,,39.60m,Estádio Municipal de Famalicão,30,24.3,4,2200000.0,19
196,c-2503,Boavista FC,n-136,,20.45m,Estádio do Bessa Sec. XXI,28,25.6,8,12250000.0,16
197,c-7378,Portimonense SC,n-136,,19.75m,Portimonense Estádio,32,25.2,3,12100000.0,23
198,c-1465,GD Estoril Praia,n-136,,22.43m,Estádio António Coimbra da Mota,29,24.4,2,6740000.0,14
199,c-2423,CD Santa Clara,n-136,,23.40m,Estádio de São Miguel,31,25.8,2,5850000.0,20
200,c-2424,Gil Vicente FC,n-136,,28.55m,Estádio Cidade de Barcelos,25,25.7,4,5350000.0,17
201,c-2995,FC Paços de Ferreira,n-136,,15.38m,Estádio Capital do Móvel,28,25.7,2,4960000.0,12
202,c-7179,CD Tondela,n-136,,7.25m,Estádio João Cardoso,26,22.8,2,50000.0,12
203,c-2457,B SAD,n-136,,5.60m,Estádio Nacional do Jamor,25,24.2,4,1800000.0,13
204,c-979,Moreirense FC,n-136,,9.73m,E. C. J. de Almeida Freitas,25,26.6,1,1000000.0,16
205,c-6912,FC Vizela,n-136,,14.85m,Estádio do Vizela,26,24.9,4,900000.0,19
206,c-8024,FC Arouca,n-136,,15.30m,Estádio Municipal de Arouca,27,25.9,2,4000000.0,21
207,c-1301,CS Marítimo,n-136,,16.75m,Estádio do Marítimo,29,26.6,4,-750000.0,18
208,c-294,SL Benfica,n-136,"Feb 28, 1904",313.00m,Estádio da Luz,24,25.0,10,148170000.0,14
209,c-720,FC Porto,n-136,"Sep 28, 1893",279.30m,Estádio do Dragão,28,26.6,9,35740000.0,15
210,c-336,Sporting CP,n-136,"Jul 1, 1906",234.50m,Estádio José Alvalade XXI,33,24.5,7,71530000.0,16
211,c-1075,SC Braga,n-136,"Jan 19, 1921",111.30m,Estádio Municipal de Braga,25,25.9,3,48730000.0,14
212,c-3329,FC Famalicão,n-136,9.000,39.60m,Estádio Municipal de Famalicão,30,24.3,4,2200000.0,19
213,c-2420,Vitória Guimarães SC,n-136,"Sep 22, 1922",39.50m,Estádio D. Afonso Henriques,29,24.1,4,13490000.0,12
214,c-2424,Gil Vicente FC,n-136,"May 3, 1924",28.55m,Estádio Cidade de Barcelos,25,25.7,4,5350000.0,17
215,c-2423,CD Santa Clara,n-136,"Jan 31, 1921",23.40m,Estádio de São Miguel,31,25.8,2,5850000.0,20
216,c-1465,GD Estoril Praia,n-136,"May 17, 1939",22.43m,Estádio António Coimbra da Mota,29,24.4,2,6740000.0,14
217,c-2503,Boavista FC,n-136,"Aug 1, 1903",20.45m,Estádio do Bessa Sec. XXI,28,25.6,8,12250000.0,16
218,c-7378,Portimonense SC,n-136,"Aug 14, 1914",19.75m,Portimonense Estádio,32,25.2,3,12100000.0,23
219,c-1301,CS Marítimo,n-136,"Sep 20, 1910",16.75m,Estádio do Marítimo,29,26.6,4,-750000.0,18
220,c-3268,Casa Pia AC,n-136,,15.65m,Estádio Nacional do Jamor,28,26.8,4,190000.0,19
221,c-2995,FC Paços de Ferreira,n-136,"Apr 5, 1950",15.38m,Estádio Capital do Móvel,28,25.7,2,4960000.0,12
222,c-8024,FC Arouca,n-136,"Dec 25, 1951",15.30m,Estádio Municipal de Arouca,27,25.9,2,4000000.0,21
223,c-6912,FC Vizela,n-136,"Jan 1, 1939",14.85m,Estádio do Vizela,26,24.9,4,900000.0,19
224,c-2425,Rio Ave FC,n-136,"May 10, 1939",12.88m,Estádio dos Arcos,24,27.4,0,600000.0,12
225,c-3325,GD Chaves,n-136,"Sep 27, 1949",11.83m,Estádio Municipal Eng.º Manuel Branco Teixeira,27,26.4,3,4500000.0,17
226,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
227,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
228,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
229,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
230,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
231,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
232,c-524,Gaziantepspor (- 2020),n-174,,,Gaziantep Stadyumu,0,,0,0.0,
233,c-868,MKE Ankaragücü,n-174,,29.95m,Eryaman Stadyumu,31,26.0,4,-1550000.0,16
234,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
235,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
236,c-825,Eskisehirspor,n-174,,125k,Eskişehir Yeni Stadyum,41,23.9,0,0.0,1
237,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
238,c-1267,Manisaspor,n-174,,,Manisa 19 Mayıs,2,20.0,0,0.0,0
239,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
240,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
241,c-1506,Kardemir Karabükspor,n-174,,,Dr. Necmettin Şeyhoğlu,0,,0,0.0,
242,c-2750,Buca Gelistirme Spor,n-174,,,Yeni Buca Stadı ,0,,0,0.0,
243,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
244,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
245,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
246,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
247,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
248,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
249,c-524,Gaziantepspor (- 2020),n-174,,,Gaziantep Stadyumu,0,,0,0.0,
250,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
251,c-825,Eskisehirspor,n-174,,125k,Eskişehir Yeni Stadyum,41,23.9,0,0.0,1
252,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
253,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
254,c-2323,Orduspor,n-174,,,19 Eylül Stadyum,2,21.0,0,0.0,0
255,c-1506,Kardemir Karabükspor,n-174,,,Dr. Necmettin Şeyhoğlu,0,,0,0.0,
256,c-1267,Manisaspor,n-174,,,Manisa 19 Mayıs,2,20.0,0,0.0,0
257,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
258,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
259,c-152,Samsunspor,n-174,,15.50m,Samsun Yeni 19 Mayıs Stadyumu,34,25.5,0,-503000.0,11
260,c-3216,Mersin Talimyurdu SK,n-174,,,Mersin Stadyumu,0,,0,0.0,
261,c-868,MKE Ankaragücü,n-174,,29.95m,Eryaman Stadyumu,31,26.0,4,-1550000.0,16
262,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
263,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
264,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
265,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
266,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
267,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
268,c-524,Gaziantepspor (- 2020),n-174,,,Gaziantep Stadyumu,0,,0,0.0,
269,c-825,Eskisehirspor,n-174,,125k,Eskişehir Yeni Stadyum,41,23.9,0,0.0,1
270,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
271,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
272,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
273,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
274,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
275,c-1506,Kardemir Karabükspor,n-174,,,Dr. Necmettin Şeyhoğlu,0,,0,0.0,
276,c-3216,Mersin Talimyurdu SK,n-174,,,Mersin Stadyumu,0,,0,0.0,
277,c-2323,Orduspor,n-174,,,19 Eylül Stadyum,2,21.0,0,0.0,0
278,c-2292,Elazigspor,n-174,,325k, Elazığ Doğukent Stadı,33,24.9,0,17000.0,0
279,c-19771,Akhisarspor,n-174,,,Spor Toto Akhisar Stadyumu,14,21.0,0,5000.0,0
280,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
281,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
282,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
283,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
284,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
285,c-825,Eskisehirspor,n-174,,125k,Eskişehir Yeni Stadyum,41,23.9,0,0.0,1
286,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
287,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
288,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
289,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
290,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
291,c-1506,Kardemir Karabükspor,n-174,,,Dr. Necmettin Şeyhoğlu,0,,0,0.0,
292,c-524,Gaziantepspor (- 2020),n-174,,,Gaziantep Stadyumu,0,,0,0.0,
293,c-6894,Kayseri Erciyesspor,n-174,,,Kayseri Atatürk Spor Kompleksi Yan Açık Saha,0,,0,0.0,
294,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
295,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
296,c-2292,Elazigspor,n-174,,325k, Elazığ Doğukent Stadı,33,24.9,0,17000.0,0
297,c-19771,Akhisarspor,n-174,,,Spor Toto Akhisar Stadyumu,14,21.0,0,5000.0,0
298,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
299,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
300,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
301,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
302,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
303,c-825,Eskisehirspor,n-174,,125k,Eskişehir Yeni Stadyum,41,23.9,0,0.0,1
304,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
305,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
306,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
307,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
308,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
309,c-524,Gaziantepspor (- 2020),n-174,,,Gaziantep Stadyumu,0,,0,0.0,
310,c-1506,Kardemir Karabükspor,n-174,,,Dr. Necmettin Şeyhoğlu,0,,0,0.0,
311,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
312,c-19771,Akhisarspor,n-174,,,Spor Toto Akhisar Stadyumu,14,21.0,0,5000.0,0
313,c-6894,Kayseri Erciyesspor,n-174,,,Kayseri Atatürk Spor Kompleksi Yan Açık Saha,0,,0,0.0,
314,c-3216,Mersin Talimyurdu SK,n-174,,,Mersin Stadyumu,0,,0,0.0,
315,c-20698,Balikesirspor,n-174,,985k,Balıkesir Atatürk,22,22.0,0,0.0,1
316,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
317,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
318,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
319,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
320,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
321,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
322,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
323,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
324,c-2944,Ankaraspor,n-174,,2.41m,Osmanlı Stadı,30,23.8,0,0.0,1
325,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
326,c-825,Eskisehirspor,n-174,,125k,Eskişehir Yeni Stadyum,41,23.9,0,0.0,1
327,c-524,Gaziantepspor (- 2020),n-174,,,Gaziantep Stadyumu,0,,0,0.0,
328,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
329,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
330,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
331,c-19771,Akhisarspor,n-174,,,Spor Toto Akhisar Stadyumu,14,21.0,0,5000.0,0
332,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
333,c-3216,Mersin Talimyurdu SK,n-174,,,Mersin Stadyumu,0,,0,0.0,
334,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
335,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
336,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
337,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
338,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
339,c-2944,Ankaraspor,n-174,,2.41m,Osmanlı Stadı,30,23.8,0,0.0,1
340,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
341,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
342,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
343,c-19771,Akhisarspor,n-174,,,Spor Toto Akhisar Stadyumu,14,21.0,0,5000.0,0
344,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
345,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
346,c-11282,Alanyaspor,n-174,,38.58m,Kırbıyık Holding Stadyumu,30,25.9,4,0.0,14
347,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
348,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
349,c-524,Gaziantepspor (- 2020),n-174,,,Gaziantep Stadyumu,0,,0,0.0,
350,c-1506,Kardemir Karabükspor,n-174,,,Dr. Necmettin Şeyhoğlu,0,,0,0.0,
351,c-6,Adanaspor,n-174,,1.08m,Yeni Adana Stadyumu,10,23.9,0,0.0,4
352,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
353,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
354,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
355,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
356,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
357,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
358,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
359,c-11282,Alanyaspor,n-174,,38.58m,Kırbıyık Holding Stadyumu,30,25.9,4,0.0,14
360,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
361,c-2944,Ankaraspor,n-174,,2.41m,Osmanlı Stadı,30,23.8,0,0.0,1
362,c-1467,Göztepe,n-174,,9.03m,Gürsel Aksel Stadyumu,31,23.3,0,1600000.0,10
363,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
364,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
365,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
366,c-19789,Yeni Malatyaspor,n-174,,875k,Yeni Malatya Stadyumu,10,23.0,0,778000.0,1
367,c-19771,Akhisarspor,n-174,,,Spor Toto Akhisar Stadyumu,14,21.0,0,5000.0,0
368,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
369,c-1506,Kardemir Karabükspor,n-174,,,Dr. Necmettin Şeyhoğlu,0,,0,0.0,
370,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
371,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
372,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
373,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
374,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
375,c-11282,Alanyaspor,n-174,,38.58m,Kırbıyık Holding Stadyumu,30,25.9,4,0.0,14
376,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
377,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
378,c-20,Bursaspor,n-174,,1.94m,Bursa Büyükşehir Belediye Stadyumu,26,21.4,0,0.0,0
379,c-19789,Yeni Malatyaspor,n-174,,875k,Yeni Malatya Stadyumu,10,23.0,0,778000.0,1
380,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
381,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
382,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
383,c-868,MKE Ankaragücü,n-174,,29.95m,Eryaman Stadyumu,31,26.0,4,-1550000.0,16
384,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
385,c-1467,Göztepe,n-174,,9.03m,Gürsel Aksel Stadyumu,31,23.3,0,1600000.0,10
386,c-39722,Erzurumspor FK,n-174,,3.43m,Erzurum Kazım Karabekir,28,26.1,1,70000.0,7
387,c-19771,Akhisarspor,n-174,,,Spor Toto Akhisar Stadyumu,14,21.0,0,5000.0,0
388,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
389,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
390,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
391,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
392,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
393,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
394,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
395,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
396,c-19789,Yeni Malatyaspor,n-174,,875k,Yeni Malatya Stadyumu,10,23.0,0,778000.0,1
397,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
398,c-11282,Alanyaspor,n-174,,38.58m,Kırbıyık Holding Stadyumu,30,25.9,4,0.0,14
399,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
400,c-2832,Gaziantep FK,n-174,,1.75m,Kalyon Stadyumu,6,23.0,0,192000.0,3
401,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
402,c-1467,Göztepe,n-174,,9.03m,Gürsel Aksel Stadyumu,31,23.3,0,1600000.0,10
403,c-833,Denizlispor,n-174,,2.58m,Denizli Atatürk Stadı,26,25.9,1,0.0,3
404,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
