id,name,country_id,foundation_date,value,stadium,squad_size,average_age,national_players,current_transfer_record,foreigners,season,market_value,league_id
c-23761,,,,,,,,,,,,,
c-1199,,,,,,,,,,,,,
c-10004,,,,,,,,,,,,,
c-8158,,,,,,,,,,,,,
c-12763,,,,,,,,,,,,,
c-12802,,,,,,,,,,,,,
c-6890,,,,,,,,,,,,,
c-4646,,,,,,,,,,,,,
c-12373,,,,,,,,,,,,,
c-254,,,,,,,,,,,,,
c-30,,,,,,,,,,,,,
c-16104,,,,,,,,,,,,,
c-52880,,,,,,,,,,,,,
c-6566,,,,,,,,,,,,,
c-428,,,,,,,,,,,,,
c-6456,,,,,,,,,,,,,
c-1991,,,,,,,,,,,,,
c-8372,,,,,,,,,,,,,
c-19278,,,,,,,,,,,,,
c-25,,,,,,,,,,,,,
c-21059,,,,,,,,,,,,,
c-17958,,,,,,,,,,,,,
c-81,,,,,,,,,,,,,
c-65409,,,,,,,,,,,,,
c-1622,,,,,,,,,,,,,
c-4000,,,,,,,,,,,,,
c-42474,,,,,,,,,,,,,
c-7382,,,,,,,,,,,,,
c-21085,,,,,,,,,,,,,
c-21055,,,,,,,,,,,,,
c-41210,,,,,,,,,,,,,
c-11884,,,,,,,,,,,,,
c-65407,,,,,,,,,,,,,
c-73,,,,,,,,,,,,,
c-2241,,,,,,,,,,,,,
c-49657,,,,,,,,,,,,,
c-7136,,,,,,,,,,,,,
c-22573,,,,,,,,,,,,,
c-52,,,,,,,,,,,,,
c-2758,,,,,,,,,,,,,
c-21070,,,,,,,,,,,,,
c-11888,,,,,,,,,,,,,
c-65411,,,,,,,,,,,,,
c-48729,,,,,,,,,,,,,
c-65412,,,,,,,,,,,,,
c-1080,,,,,,,,,,,,,
c-24218,,,,,,,,,,,,,
c-16046,,,,,,,,,,,,,
c-582,,,,,,,,,,,,,
c-5370,,,,,,,,,,,,,
c-21084,,,,,,,,,,,,,
c-19210,,,,,,,,,,,,,
c-40424,,,,,,,,,,,,,
c-1683,,,,,,,,,,,,,
c-11247,,,,,,,,,,,,,
c-238,,,,,,,,,,,,,
c-1391,,,,,,,,,,,,,
c-9828,,,,,,,,,,,,,
c-36738,,,,,,,,,,,,,
c-40373,,,,,,,,,,,,,
c-26621,,,,,,,,,,,,,
c-32942,,,,,,,,,,,,,
c-39962,,,,,,,,,,,,,
c-49390,,,,,,,,,,,,,
c-129,,,,,,,,,,,,,
c-5083,,,,,,,,,,,,,
c-880,,,,,,,,,,,,,
c-9349,,,,,,,,,,,,,
c-52233,,,,,,,,,,,,,
c-52234,,,,,,,,,,,,,
c-111,,,,,,,,,,,,,
c-143,,,,,,,,,,,,,
c-13838,,,,,,,,,,,,,
c-19285,,,,,,,,,,,,,
c-57803,,,,,,,,,,,,,
c-1464,,,,,,,,,,,,,
c-11896,,,,,,,,,,,,,
c-790,,,,,,,,,,,,,
c-32142,,,,,,,,,,,,,
c-47694,,,,,,,,,,,,,
c-12016,,,,,,,,,,,,,
c-26,,,,,,,,,,,,,
c-89130,,,,,,,,,,,,,
c-1269,,,,,,,,,,,,,
c-15587,,,,,,,,,,,,,
c-56053,,,,,,,,,,,,,
c-409,,,,,,,,,,,,,
c-28,,,,,,,,,,,,,
c-1462,,,,,,,,,,,,,
c-21058,,,,,,,,,,,,,
c-18936,,,,,,,,,,,,,
c-64617,,,,,,,,,,,,,
c-21068,,,,,,,,,,,,,
c-18065,,,,,,,,,,,,,
c-6572,,,,,,,,,,,,,
c-10852,,,,,,,,,,,,,
c-354,,,,,,,,,,,,,
c-601,,,,,,,,,,,,,
c-43560,,,,,,,,,,,,,
c-49391,,,,,,,,,,,,,
c-25003,,,,,,,,,,,,,
c-59069,,,,,,,,,,,,,
c-65611,,,,,,,,,,,,,
c-9056,,,,,,,,,,,,,
c-22724,,,,,,,,,,,,,
c-29709,,,,,,,,,,,,,
c-983,,,,,,,,,,,,,
c-1151,,,,,,,,,,,,,
c-3374,,,,,,,,,,,,,
c-21074,,,,,,,,,,,,,
c-865,,,,,,,,,,,,,
c-83,,,,,,,,,,,,,
c-211,,,,,,,,,,,,,
c-23004,,,,,,,,,,,,,
c-29730,,,,,,,,,,,,,
c-434,,,,,,,,,,,,,
c-170,,,,,,,,,,,,,
c-7001,,,,,,,,,,,,,
c-4753,,,,,,,,,,,,,
c-20134,,,,,,,,,,,,,
c-20133,,,,,,,,,,,,,
c-122,,,,,,,,,,,,,
c-4443,,,,,,,,,,,,,
c-4954,,,,,,,,,,,,,
c-20153,,,,,,,,,,,,,
c-28440,,,,,,,,,,,,,
c-11846,,,,,,,,,,,,,
c-93780,,,,,,,,,,,,,
c-35728,,,,,,,,,,,,,
c-32989,,,,,,,,,,,,,
c-306,,,,,,,,,,,,,
c-1304,,,,,,,,,,,,,
c-38429,,,,,,,,,,,,,
c-94718,,,,,,,,,,,,,
c-65724,,,,,,,,,,,,,
c-33714,,,,,,,,,,,,,
c-64505,,,,,,,,,,,,,
c-5372,,,,,,,,,,,,,
c-21057,,,,,,,,,,,,,
c-21439,,,,,,,,,,,,,
c-109,,,,,,,,,,,,,
c-106217,,,,,,,,,,,,,
c-459,,,,,,,,,,,,,
c-2036,,,,,,,,,,,,,
c-8925,,,,,,,,,,,,,
c-21082,,,,,,,,,,,,,
c-21127,,,,,,,,,,,,,
c-102962,,,,,,,,,,,,,
c-70239,,,,,,,,,,,,,
c-42279,,,,,,,,,,,,,
c-50677,,,,,,,,,,,,,
c-53101,,,,,,,,,,,,,
c-17444,,,,,,,,,,,,,
c-42824,,,,,,,,,,,,,
c-42823,,,,,,,,,,,,,
c-20146,,,,,,,,,,,,,
c-7659,,,,,,,,,,,,,
c-23218,,,,,,,,,,,,,
c-34259,,,,,,,,,,,,,
c-29601,,,,,,,,,,,,,
c-779,,,,,,,,,,,,,
c-18763,,,,,,,,,,,,,
c-13726,,,,,,,,,,,,,
c-4467,,,,,,,,,,,,,
c-59854,,,,,,,,,,,,,
c-89120,,,,,,,,,,,,,
c-2844,,,,,,,,,,,,,
c-1044,,,,,,,,,,,,,
c-3654,,,,,,,,,,,,,
c-3625,,,,,,,,,,,,,
c-17801,,,,,,,,,,,,,
c-10586,,,,,,,,,,,,,
c-288,,,,,,,,,,,,,
c-14831,,,,,,,,,,,,,
c-4565,,,,,,,,,,,,,
c-5546,,,,,,,,,,,,,
c-1443,,,,,,,,,,,,,
c-6361,,,,,,,,,,,,,
c-6163,,,,,,,,,,,,,
c-7918,,,,,,,,,,,,,
c-16181,,,,,,,,,,,,,
c-3837,,,,,,,,,,,,,
c-69088,,,,,,,,,,,,,
c-2778,,,,,,,,,,,,,
c-8817,,,,,,,,,,,,,
c-27199,,,,,,,,,,,,,
c-12865,,,,,,,,,,,,,
c-1030,,,,,,,,,,,,,
c-2619,,,,,,,,,,,,,
c-2440,,,,,,,,,,,,,
c-14758,,,,,,,,,,,,,
c-14554,,,,,,,,,,,,,
c-19984,,,,,,,,,,,,,
c-9054,,,,,,,,,,,,,
c-52879,,,,,,,,,,,,,
c-24823,,,,,,,,,,,,,
c-44006,,,,,,,,,,,,,
c-540,,,,,,,,,,,,,
c-709,,,,,,,,,,,,,
c-168,,,,,,,,,,,,,
c-53,,,,,,,,,,,,,
c-15072,,,,,,,,,,,,,
c-6646,,,,,,,,,,,,,
c-14355,,,,,,,,,,,,,
c-22922,,,,,,,,,,,,,
c-16541,,,,,,,,,,,,,
c-16640,,,,,,,,,,,,,
c-371,,,,,,,,,,,,,
c-234,,,,,,,,,,,,,
c-1092,,,,,,,,,,,,,
c-42543,,,,,,,,,,,,,
c-7042,,,,,,,,,,,,,
c-1175,,,,,,,,,,,,,
c-10846,,,,,,,,,,,,,
c-10851,,,,,,,,,,,,,
c-17707,,,,,,,,,,,,,
c-2441,,,,,,,,,,,,,
c-798,,,,,,,,,,,,,
c-1006,,,,,,,,,,,,,
c-4121,,,,,,,,,,,,,
c-21056,,,,,,,,,,,,,
c-11965,,,,,,,,,,,,,
c-70570,,,,,,,,,,,,,
c-58946,,,,,,,,,,,,,
c-28834,,,,,,,,,,,,,
c-9961,,,,,,,,,,,,,
c-20589,,,,,,,,,,,,,
c-1184,,,,,,,,,,,,,
c-1059,,,,,,,,,,,,,
c-32840,,,,,,,,,,,,,
c-25928,,,,,,,,,,,,,
c-1435,,,,,,,,,,,,,
c-3938,,,,,,,,,,,,,
c-38006,,,,,,,,,,,,,
c-3205,,,,,,,,,,,,,
c-2375,,,,,,,,,,,,,
c-43471,,,,,,,,,,,,,
c-44843,,,,,,,,,,,,,
c-18487,,,,,,,,,,,,,
c-67913,,,,,,,,,,,,,
c-144,,,,,,,,,,,,,
c-14766,,,,,,,,,,,,,
c-11032,,,,,,,,,,,,,
c-605,,,,,,,,,,,,,
c-25388,,,,,,,,,,,,,
c-9265,,,,,,,,,,,,,
c-932,,,,,,,,,,,,,
c-16704,,,,,,,,,,,,,
c-11127,,,,,,,,,,,,,
c-2700,,,,,,,,,,,,,
c-11741,,,,,,,,,,,,,
c-14299,,,,,,,,,,,,,
c-20189,,,,,,,,,,,,,
c-3277,,,,,,,,,,,,,
c-6878,,,,,,,,,,,,,
c-17222,,,,,,,,,,,,,
c-4862,,,,,,,,,,,,,
c-12621,,,,,,,,,,,,,
c-23170,,,,,,,,,,,,,
c-14683,,,,,,,,,,,,,
c-14718,,,,,,,,,,,,,
c-21184,,,,,,,,,,,,,
c-27973,,,,,,,,,,,,,
c-44278,,,,,,,,,,,,,
c-70370,,,,,,,,,,,,,
c-16680,,,,,,,,,,,,,
c-54383,,,,,,,,,,,,,
c-18026,,,,,,,,,,,,,
c-20018,,,,,,,,,,,,,
c-21157,,,,,,,,,,,,,
c-6711,,,,,,,,,,,,,
c-4961,,,,,,,,,,,,,
c-24999,,,,,,,,,,,,,
c-104464,,,,,,,,,,,,,
c-1418,,,,,,,,,,,,,
c-14838,,,,,,,,,,,,,
c-15109,,,,,,,,,,,,,
c-11655,,,,,,,,,,,,,
c-10870,,,,,,,,,,,,,
c-2029,,,,,,,,,,,,,
c-978,,,,,,,,,,,,,
c-776,,,,,,,,,,,,,
c-8344,,,,,,,,,,,,,
c-22767,,,,,,,,,,,,,
c-4907,,,,,,,,,,,,,
c-3973,,,,,,,,,,,,,
c-17561,,,,,,,,,,,,,
c-10997,,,,,,,,,,,,,
c-4745,,,,,,,,,,,,,
c-1751,,,,,,,,,,,,,
c-8652,,,,,,,,,,,,,
c-708,,,,,,,,,,,,,
c-11137,,,,,,,,,,,,,
c-54866,,,,,,,,,,,,,
c-71599,,,,,,,,,,,,,
c-18690,,,,,,,,,,,,,
c-50186,,,,,,,,,,,,,
c-29573,,,,,,,,,,,,,
c-3327,,,,,,,,,,,,,
c-15581,,,,,,,,,,,,,
c-47988,,,,,,,,,,,,,
c-54529,,,,,,,,,,,,,
c-58402,,,,,,,,,,,,,
c-965,,,,,,,,,,,,,
c-20927,,,,,,,,,,,,,
c-24434,,,,,,,,,,,,,
c-21269,,,,,,,,,,,,,
c-17511,,,,,,,,,,,,,
c-57026,,,,,,,,,,,,,
c-70392,,,,,,,,,,,,,
c-6212,,,,,,,,,,,,,
c-3161,,,,,,,,,,,,,
c-28014,,,,,,,,,,,,,
c-14507,,,,,,,,,,,,,
c-16596,,,,,,,,,,,,,
c-44822,,,,,,,,,,,,,
c-1022,,,,,,,,,,,,,
c-3828,,,,,,,,,,,,,
c-24097,,,,,,,,,,,,,
c-6363,,,,,,,,,,,,,
c-27916,,,,,,,,,,,,,
c-30481,,,,,,,,,,,,,
c-17484,,,,,,,,,,,,,
c-15802,,,,,,,,,,,,,
c-69119,,,,,,,,,,,,,
c-12574,,,,,,,,,,,,,
c-14688,,,,,,,,,,,,,
c-22635,,,,,,,,,,,,,
c-55976,,,,,,,,,,,,,
c-52348,,,,,,,,,,,,,
c-76495,,,,,,,,,,,,,
c-107231,,,,,,,,,,,,,
c-1106,,,,,,,,,,,,,
c-15114,,,,,,,,,,,,,
c-1035,,,,,,,,,,,,,
c-15019,,,,,,,,,,,,,
c-8889,,,,,,,,,,,,,
c-48843,,,,,,,,,,,,,
c-48844,,,,,,,,,,,,,
c-54528,,,,,,,,,,,,,
c-44038,,,,,,,,,,,,,
c-50257,,,,,,,,,,,,,
c-72082,,,,,,,,,,,,,
c-11083,,,,,,,,,,,,,
c-70394,,,,,,,,,,,,,
c-37064,,,,,,,,,,,,,
c-33616,,,,,,,,,,,,,
c-25380,,,,,,,,,,,,,
c-72085,,,,,,,,,,,,,
c-11141,,,,,,,,,,,,,
c-19293,,,,,,,,,,,,,
c-85821,,,,,,,,,,,,,
c-17829,,,,,,,,,,,,,
c-49300,,,,,,,,,,,,,
c-42246,,,,,,,,,,,,,
c-16713,,,,,,,,,,,,,
c-589,,,,,,,,,,,,,
c-660,,,,,,,,,,,,,
c-4380,,,,,,,,,,,,,
c-6603,,,,,,,,,,,,,
c-19529,,,,,,,,,,,,,
c-15101,,,,,,,,,,,,,
c-2745,,,,,,,,,,,,,
c-2984,,,,,,,,,,,,,
c-8848,,,,,,,,,,,,,
c-2423,,,,,,,,,,,,,
c-4634,,,,,,,,,,,,,
c-6619,,,,,,,,,,,,,
c-2209,,,,,,,,,,,,,
c-3521,,,,,,,,,,,,,
c-7567,,,,,,,,,,,,,
c-40843,,,,,,,,,,,,,
c-7811,,,,,,,,,,,,,
c-20739,,,,,,,,,,,,,
c-327,,,,,,,,,,,,,
c-39269,,,,,,,,,,,,,
c-8936,,,,,,,,,,,,,
c-349,,,,,,,,,,,,,
c-41170,,,,,,,,,,,,,
c-16679,,,,,,,,,,,,,
c-81710,,,,,,,,,,,,,
c-44202,,,,,,,,,,,,,
c-1402,,,,,,,,,,,,,
c-40731,,,,,,,,,,,,,
c-24226,,,,,,,,,,,,,
c-21881,,,,,,,,,,,,,
c-61118,,,,,,,,,,,,,
c-21558,,,,,,,,,,,,,
c-2079,,,,,,,,,,,,,
c-14598,,,,,,,,,,,,,
c-3829,,,,,,,,,,,,,
c-16540,,,,,,,,,,,,,
c-40497,,,,,,,,,,,,,
c-27221,,,,,,,,,,,,,
c-3544,,,,,,,,,,,,,
c-20440,,,,,,,,,,,,,
c-12935,,,,,,,,,,,,,
c-2323,,,,,,,,,,,,,
c-36879,,,,,,,,,,,,,
c-55944,,,,,,,,,,,,,
c-169,,,,,,,,,,,,,
c-99002,,,,,,,,,,,,,
c-44129,,,,,,,,,,,,,
c-5070,,,,,,,,,,,,,
c-60979,,,,,,,,,,,,,
c-21368,,,,,,,,,,,,,
c-21260,,,,,,,,,,,,,
c-34464,,,,,,,,,,,,,
c-1708,,,,,,,,,,,,,
c-13354,,,,,,,,,,,,,
c-623,,,,,,,,,,,,,
c-39815,,,,,,,,,,,,,
c-11698,,,,,,,,,,,,,
c-41403,,,,,,,,,,,,,
c-13438,,,,,,,,,,,,,
c-55441,,,,,,,,,,,,,
c-20541,,,,,,,,,,,,,
c-18575,,,,,,,,,,,,,
c-41530,,,,,,,,,,,,,
c-42847,,,,,,,,,,,,,
c-13293,,,,,,,,,,,,,
c-4523,,,,,,,,,,,,,
c-6478,,,,,,,,,,,,,
c-2720,,,,,,,,,,,,,
c-9168,,,,,,,,,,,,,
c-15973,,,,,,,,,,,,,
c-55554,,,,,,,,,,,,,
c-40170,,,,,,,,,,,,,
c-27689,,,,,,,,,,,,,
c-61,,,,,,,,,,,,,
c-1292,,,,,,,,,,,,,
c-14195,,,,,,,,,,,,,
c-81502,,,,,,,,,,,,,
c-16716,,,,,,,,,,,,,
c-46147,,,,,,,,,,,,,
c-16766,,,,,,,,,,,,,
c-868,,,,,,,,,,,,,
c-682,,,,,,,,,,,,,
c-21559,,,,,,,,,,,,,
c-8793,,,,,,,,,,,,,
c-10010,,,,,,,,,,,,,
c-14708,,,,,,,,,,,,,
c-10492,,,,,,,,,,,,,
c-43032,,,,,,,,,,,,,
c-38204,,,,,,,,,,,,,
c-11614,,,,,,,,,,,,,
c-42381,,,,,,,,,,,,,
c-44631,,,,,,,,,,,,,
c-21562,,,,,,,,,,,,,
c-1978,,,,,,,,,,,,,
c-7462,,,,,,,,,,,,,
c-56768,,,,,,,,,,,,,
c-239,,,,,,,,,,,,,
c-34397,,,,,,,,,,,,,
c-7315,,,,,,,,,,,,,
c-2275,,,,,,,,,,,,,
c-1008,,,,,,,,,,,,,
c-11131,,,,,,,,,,,,,
c-47192,,,,,,,,,,,,,
c-11590,,,,,,,,,,,,,
c-16597,,,,,,,,,,,,,
c-54334,,,,,,,,,,,,,
c-70301,,,,,,,,,,,,,
c-77079,,,,,,,,,,,,,
c-77800,,,,,,,,,,,,,
c-74280,,,,,,,,,,,,,
c-38059,,,,,,,,,,,,,
c-85773,,,,,,,,,,,,,
c-81503,,,,,,,,,,,,,
c-40783,,,,,,,,,,,,,
c-35823,,,,,,,,,,,,,
c-81924,,,,,,,,,,,,,
c-44565,,,,,,,,,,,,,
c-10861,,,,,,,,,,,,,
c-46819,,,,,,,,,,,,,
c-45815,,,,,,,,,,,,,
c-77392,,,,,,,,,,,,,
c-50109,,,,,,,,,,,,,
c-16772,,,,,,,,,,,,,
c-49699,,,,,,,,,,,,,
c-41274,,,,,,,,,,,,,
c-57376,,,,,,,,,,,,,
c-68062,,,,,,,,,,,,,
c-60067,,,,,,,,,,,,,
c-2403,,,,,,,,,,,,,
c-199,,,,,,,,,,,,,
c-15002,,,,,,,,,,,,,
c-128,,,,,,,,,,,,,
c-40841,,,,,,,,,,,,,
c-77692,,,,,,,,,,,,,
c-23106,,,,,,,,,,,,,
c-2417,,,,,,,,,,,,,
c-5138,,,,,,,,,,,,,
c-51120,,,,,,,,,,,,,
c-45276,,,,,,,,,,,,,
c-45274,,,,,,,,,,,,,
c-3176,,,,,,,,,,,,,
c-3057,,,,,,,,,,,,,
c-34876,,,,,,,,,,,,,
c-17276,,,,,,,,,,,,,
c-25596,,,,,,,,,,,,,
c-9641,,,,,,,,,,,,,
c-36341,,,,,,,,,,,,,
c-1467,,,,,,,,,,,,,
c-499,,,,,,,,,,,,,
c-200,,,,,,,,,,,,,
c-24368,,,,,,,,,,,,,
c-4575,,,,,,,,,,,,,
c-39212,,,,,,,,,,,,,
c-51705,,,,,,,,,,,,,
c-52792,,,,,,,,,,,,,
c-32791,,,,,,,,,,,,,
c-5223,,,,,,,,,,,,,
c-333,,,,,,,,,,,,,
c-40494,,,,,,,,,,,,,
c-14741,,,,,,,,,,,,,
c-3840,,,,,,,,,,,,,
c-12100,,,,,,,,,,,,,
c-19983,,,,,,,,,,,,,
c-968,,,,,,,,,,,,,
c-2150,,,,,,,,,,,,,
c-1506,,,,,,,,,,,,,
c-14569,,,,,,,,,,,,,
c-2303,,,,,,,,,,,,,
c-23227,,,,,,,,,,,,,
c-45380,,,,,,,,,,,,,
c-14456,,,,,,,,,,,,,
c-2524,,,,,,,,,,,,,
c-2293,,,,,,,,,,,,,
c-1230,,,,,,,,,,,,,
c-35498,,,,,,,,,,,,,
c-21246,,,,,,,,,,,,,
c-44795,,,,,,,,,,,,,
c-68575,,,,,,,,,,,,,
c-18945,,,,,,,,,,,,,
c-77689,,,,,,,,,,,,,
c-16650,,,,,,,,,,,,,
c-28619,,,,,,,,,,,,,
c-67752,,,,,,,,,,,,,
c-14736,,,,,,,,,,,,,
c-35164,,,,,,,,,,,,,
c-38268,,,,,,,,,,,,,
c-44194,,,,,,,,,,,,,
c-77532,,,,,,,,,,,,,
c-6621,,,,,,,,,,,,,
c-25070,,,,,,,,,,,,,
c-208,,,,,,,,,,,,,
c-833,,,,,,,,,,,,,
c-5507,,,,,,,,,,,,,
c-11623,,,,,,,,,,,,,
c-6107,,,,,,,,,,,,,
c-42565,,,,,,,,,,,,,
c-6628,,,,,,,,,,,,,
c-24245,,,,,,,,,,,,,
c-45080,,,,,,,,,,,,,
c-17195,,,,,,,,,,,,,
c-1302,,,,,,,,,,,,,
c-3054,,,,,,,,,,,,,
c-2976,,,,,,,,,,,,,
c-197,,,,,,,,,,,,,
c-62,,,,,,,,,,,,,
c-9254,,,,,,,,,,,,,
c-6928,,,,,,,,,,,,,
c-73624,,,,,,,,,,,,,
c-7804,,,,,,,,,,,,,
c-18894,,,,,,,,,,,,,
c-41764,,,,,,,,,,,,,
c-77693,,,,,,,,,,,,,
c-50249,,,,,,,,,,,,,
c-21346,,,,,,,,,,,,,
c-408,,,,,,,,,,,,,
c-8505,,,,,,,,,,,,,
c-12130,,,,,,,,,,,,,
c-56370,,,,,,,,,,,,,
c-29791,,,,,,,,,,,,,
c-6609,,,,,,,,,,,,,
c-1154,,,,,,,,,,,,,
c-12765,,,,,,,,,,,,,
c-33906,,,,,,,,,,,,,
c-78435,,,,,,,,,,,,,
c-58955,,,,,,,,,,,,,
c-42779,,,,,,,,,,,,,
c-16664,,,,,,,,,,,,,
c-7995,,,,,,,,,,,,,
c-77801,,,,,,,,,,,,,
c-48087,,,,,,,,,,,,,
c-48085,,,,,,,,,,,,,
c-26468,,,,,,,,,,,,,
c-44651,,,,,,,,,,,,,
c-17209,,,,,,,,,,,,,
c-5227,,,,,,,,,,,,,
c-10005,,,,,,,,,,,,,
c-20107,,,,,,,,,,,,,
c-33168,,,,,,,,,,,,,
c-68267,,,,,,,,,,,,,
c-68268,,,,,,,,,,,,,
c-68269,,,,,,,,,,,,,
c-39722,,,,,,,,,,,,,
c-2790,,,,,,,,,,,,,
c-163,,,,,,,,,,,,,
c-2411,,,,,,,,,,,,,
c-6983,,,,,,,,,,,,,
c-20935,,,,,,,,,,,,,
c-27074,,,,,,,,,,,,,
c-20116,,,,,,,,,,,,,
c-21402,,,,,,,,,,,,,
c-47356,,,,,,,,,,,,,
c-65711,,,,,,,,,,,,,
c-12868,,,,,,,,,,,,,
c-20747,,,,,,,,,,,,,
c-10093,,,,,,,,,,,,,
c-22896,,,,,,,,,,,,,
c-20400,,,,,,,,,,,,,
c-432,,,,,,,,,,,,,
c-42919,,,,,,,,,,,,,
c-22219,,,,,,,,,,,,,
c-9079,,,,,,,,,,,,,
c-3183,,,,,,,,,,,,,
c-1214,,,,,,,,,,,,,
c-20055,,,,,,,,,,,,,
c-31601,,,,,,,,,,,,,
c-6076,,,,,,,,,,,,,
c-70393,,,,,,,,,,,,,
c-41230,,,,,,,,,,,,,
c-1061,,,,,,,,,,,,,
c-653,,,,,,,,,,,,,
c-5757,,,,,,,,,,,,,
c-9875,,,,,,,,,,,,,
c-6880,,,,,,,,,,,,,
c-55532,,,,,,,,,,,,,
c-3958,,,,,,,,,,,,,
c-4078,,,,,,,,,,,,,
c-610,,,,,,,,,,,,,
c-5587,,,,,,,,,,,,,
c-467,,,,,,,,,,,,,
c-831,,,,,,,,,,,,,
c-4556,,,,,,,,,,,,,
c-21053,,,,,,,,,,,,,
c-45861,,,,,,,,,,,,,
c-257,,,,,,,,,,,,,
c-40271,,,,,,,,,,,,,
c-12786,,,,,,,,,,,,,
c-8881,,,,,,,,,,,,,
c-28862,,,,,,,,,,,,,
c-3140,,,,,,,,,,,,,
c-15065,,,,,,,,,,,,,
c-1519,,,,,,,,,,,,,
c-1064,,,,,,,,,,,,,
c-18921,,,,,,,,,,,,,
c-43562,,,,,,,,,,,,,
c-18952,,,,,,,,,,,,,
c-7185,,,,,,,,,,,,,
c-70302,,,,,,,,,,,,,
c-18667,,,,,,,,,,,,,
c-24432,,,,,,,,,,,,,
c-70252,,,,,,,,,,,,,
c-37061,,,,,,,,,,,,,
c-1028,,,,,,,,,,,,,
c-1027,,,,,,,,,,,,,
c-2580,,,,,,,,,,,,,
c-30370,,,,,,,,,,,,,
c-23343,,,,,,,,,,,,,
c-25940,,,,,,,,,,,,,
c-37546,,,,,,,,,,,,,
c-8057,,,,,,,,,,,,,
c-22594,,,,,,,,,,,,,
c-28577,,,,,,,,,,,,,
c-77793,,,,,,,,,,,,,
c-64536,,,,,,,,,,,,,
c-44283,,,,,,,,,,,,,
c-1534,,,,,,,,,,,,,
c-6631,,,,,,,,,,,,,
c-24109,,,,,,,,,,,,,
c-72618,,,,,,,,,,,,,
c-9597,,,,,,,,,,,,,
c-21221,,,,,,,,,,,,,
c-15110,,,,,,,,,,,,,
c-553,,,,,,,,,,,,,
c-14790,,,,,,,,,,,,,
c-84412,,,,,,,,,,,,,
c-70352,,,,,,,,,,,,,
c-20236,,,,,,,,,,,,,
c-6297,,,,,,,,,,,,,
c-26789,,,,,,,,,,,,,
c-11008,,,,,,,,,,,,,
c-16220,,,,,,,,,,,,,
c-14724,,,,,,,,,,,,,
c-25377,,,,,,,,,,,,,
c-33306,,,,,,,,,,,,,
c-16616,,,,,,,,,,,,,
c-18544,,,,,,,,,,,,,
c-2878,,,,,,,,,,,,,
c-54238,,,,,,,,,,,,,
c-64983,,,,,,,,,,,,,
c-8515,,,,,,,,,,,,,
c-16042,,,,,,,,,,,,,
c-2618,,,,,,,,,,,,,
c-7732,,,,,,,,,,,,,
c-39496,,,,,,,,,,,,,
c-2321,,,,,,,,,,,,,
c-24973,,,,,,,,,,,,,
c-28107,,,,,,,,,,,,,
c-54189,,,,,,,,,,,,,
c-5026,,,,,,,,,,,,,
c-14925,,,,,,,,,,,,,
c-9668,,,,,,,,,,,,,
c-20798,,,,,,,,,,,,,
c-52519,,,,,,,,,,,,,
c-18027,,,,,,,,,,,,,
c-14887,,,,,,,,,,,,,
c-54531,,,,,,,,,,,,,
c-55934,,,,,,,,,,,,,
c-19926,,,,,,,,,,,,,
c-6347,,,,,,,,,,,,,
c-81975,,,,,,,,,,,,,
c-10484,,,,,,,,,,,,,
c-1268,,,,,,,,,,,,,
c-8164,,,,,,,,,,,,,
c-23816,,,,,,,,,,,,,
c-44199,,,,,,,,,,,,,
c-15115,,,,,,,,,,,,,
c-15622,,,,,,,,,,,,,
c-36890,,,,,,,,,,,,,
c-531,,,,,,,,,,,,,
c-20343,,,,,,,,,,,,,
c-10840,,,,,,,,,,,,,
c-2073,,,,,,,,,,,,,
c-41097,,,,,,,,,,,,,
c-67219,,,,,,,,,,,,,
c-3426,,,,,,,,,,,,,
c-14349,,,,,,,,,,,,,
c-11253,,,,,,,,,,,,,
c-8428,,,,,,,,,,,,,
c-20312,,,,,,,,,,,,,
c-22683,,,,,,,,,,,,,
c-9982,,,,,,,,,,,,,
c-40188,,,,,,,,,,,,,
c-1290,,,,,,,,,,,,,
c-1161,,,,,,,,,,,,,
c-12752,,,,,,,,,,,,,
c-39070,,,,,,,,,,,,,
c-21264,,,,,,,,,,,,,
c-50684,,,,,,,,,,,,,
c-40771,,,,,,,,,,,,,
c-10838,,,,,,,,,,,,,
c-16662,,,,,,,,,,,,,
c-25657,,,,,,,,,,,,,
c-87997,,,,,,,,,,,,,
c-51086,,,,,,,,,,,,,
c-11043,,,,,,,,,,,,,
c-22471,,,,,,,,,,,,,
c-56277,,,,,,,,,,,,,
c-53716,,,,,,,,,,,,,
c-17522,,,,,,,,,,,,,
c-49298,,,,,,,,,,,,,
c-420,,,,,,,,,,,,,
c-37485,,,,,,,,,,,,,
c-35935,,,,,,,,,,,,,
c-22568,,,,,,,,,,,,,
c-38176,,,,,,,,,,,,,
c-1611,,,,,,,,,,,,,
c-57149,,,,,,,,,,,,,
c-2077,,,,,,,,,,,,,
c-498,,,,,,,,,,,,,
c-2581,,,,,,,,,,,,,
c-12001,,,,,,,,,,,,,
c-13406,,,,,,,,,,,,,
c-21261,,,,,,,,,,,,,
c-18074,,,,,,,,,,,,,
c-17020,,,,,,,,,,,,,
c-25739,,,,,,,,,,,,,
c-18444,,,,,,,,,,,,,
c-53358,,,,,,,,,,,,,
c-15036,,,,,,,,,,,,,
c-24215,,,,,,,,,,,,,
c-3010,,,,,,,,,,,,,
c-14710,,,,,,,,,,,,,
c-614,,,,,,,,,,,,,
c-24463,,,,,,,,,,,,,
