id,name,country_id,foundation_date,value,stadium,squad_size,average_age,national_players,current_transfer_record,foreigners,season,market_value,league_id
c-29990,,,,,,,,,,,,,
c-2294,,,,,,,,,,,,,
c-3831,,,,,,,,,,,,,
c-21532,,,,,,,,,,,,,
c-3471,,,,,,,,,,,,,
c-9025,,,,,,,,,,,,,
c-41080,,,,,,,,,,,,,
c-2796,,,,,,,,,,,,,
c-3696,,,,,,,,,,,,,
c-5548,,,,,,,,,,,,,
c-46736,,,,,,,,,,,,,
c-195,,,,,,,,,,,,,
c-18579,,,,,,,,,,,,,
c-51037,,,,,,,,,,,,,
c-6593,,,,,,,,,,,,,
c-20826,,,,,,,,,,,,,
c-920,,,,,,,,,,,,,
c-15246,,,,,,,,,,,,,
c-76055,,,,,,,,,,,,,
c-2067,,,,,,,,,,,,,
c-22695,,,,,,,,,,,,,
c-8331,,,,,,,,,,,,,
c-46085,,,,,,,,,,,,,
c-29148,,,,,,,,,,,,,
c-17030,,,,,,,,,,,,,
c-10173,,,,,,,,,,,,,
c-15001,,,,,,,,,,,,,
c-29301,,,,,,,,,,,,,
c-9253,,,,,,,,,,,,,
c-6943,,,,,,,,,,,,,
c-36112,,,,,,,,,,,,,
c-38588,,,,,,,,,,,,,
c-11143,,,,,,,,,,,,,
c-53100,,,,,,,,,,,,,
c-31403,,,,,,,,,,,,,
c-10709,,,,,,,,,,,,,
c-16179,,,,,,,,,,,,,
c-15911,,,,,,,,,,,,,
c-4291,,,,,,,,,,,,,
c-3743,,,,,,,,,,,,,
c-465,,,,,,,,,,,,,
c-10841,,,,,,,,,,,,,
c-14179,,,,,,,,,,,,,
c-34798,,,,,,,,,,,,,
c-9026,,,,,,,,,,,,,
c-12803,,,,,,,,,,,,,
c-642,,,,,,,,,,,,,
c-8054,,,,,,,,,,,,,
c-19226,,,,,,,,,,,,,
c-32794,,,,,,,,,,,,,
c-69931,,,,,,,,,,,,,
c-53453,,,,,,,,,,,,,
c-12771,,,,,,,,,,,,,
c-14650,,,,,,,,,,,,,
c-43659,,,,,,,,,,,,,
c-18030,,,,,,,,,,,,,
c-17149,,,,,,,,,,,,,
c-15983,,,,,,,,,,,,,
c-17830,,,,,,,,,,,,,
c-36587,,,,,,,,,,,,,
c-3182,,,,,,,,,,,,,
c-5773,,,,,,,,,,,,,
c-30031,,,,,,,,,,,,,
c-4031,,,,,,,,,,,,,
c-6938,,,,,,,,,,,,,
c-1293,,,,,,,,,,,,,
c-362,,,,,,,,,,,,,
c-15627,,,,,,,,,,,,,
c-24219,,,,,,,,,,,,,
c-14494,,,,,,,,,,,,,
c-42830,,,,,,,,,,,,,
c-42815,,,,,,,,,,,,,
c-33246,,,,,,,,,,,,,
c-57247,,,,,,,,,,,,,
c-8556,,,,,,,,,,,,,
c-1,,,,,,,,,,,,,
c-1555,,,,,,,,,,,,,
c-36138,,,,,,,,,,,,,
c-42399,,,,,,,,,,,,,
c-42404,,,,,,,,,,,,,
c-42391,,,,,,,,,,,,,
c-42398,,,,,,,,,,,,,
c-8036,,,,,,,,,,,,,
c-27186,,,,,,,,,,,,,
c-9780,,,,,,,,,,,,,
c-16930,,,,,,,,,,,,,
c-9786,,,,,,,,,,,,,
c-4786,,,,,,,,,,,,,
c-23378,,,,,,,,,,,,,
c-41231,,,,,,,,,,,,,
c-7465,,,,,,,,,,,,,
c-45691,,,,,,,,,,,,,
c-32805,,,,,,,,,,,,,
c-79831,,,,,,,,,,,,,
c-8945,,,,,,,,,,,,,
c-44586,,,,,,,,,,,,,
c-5299,,,,,,,,,,,,,
c-32336,,,,,,,,,,,,,
c-3613,,,,,,,,,,,,,
c-41654,,,,,,,,,,,,,
c-2979,,,,,,,,,,,,,
c-14309,,,,,,,,,,,,,
c-27190,,,,,,,,,,,,,
c-6200,,,,,,,,,,,,,
c-7443,,,,,,,,,,,,,
c-20814,,,,,,,,,,,,,
c-10198,,,,,,,,,,,,,
c-18531,,,,,,,,,,,,,
c-687,,,,,,,,,,,,,
c-3917,,,,,,,,,,,,,
c-2005,,,,,,,,,,,,,
c-6169,,,,,,,,,,,,,
c-83583,,,,,,,,,,,,,
c-1127,,,,,,,,,,,,,
c-3822,,,,,,,,,,,,,
c-6340,,,,,,,,,,,,,
c-6945,,,,,,,,,,,,,
c-3683,,,,,,,,,,,,,
c-11438,,,,,,,,,,,,,
c-6915,,,,,,,,,,,,,
c-4718,,,,,,,,,,,,,
c-54291,,,,,,,,,,,,,
c-2977,,,,,,,,,,,,,
c-7087,,,,,,,,,,,,,
c-8685,,,,,,,,,,,,,
c-6541,,,,,,,,,,,,,
c-21066,,,,,,,,,,,,,
c-21072,,,,,,,,,,,,,
c-3694,,,,,,,,,,,,,
c-42394,,,,,,,,,,,,,
c-2797,,,,,,,,,,,,,
c-33727,,,,,,,,,,,,,
c-14618,,,,,,,,,,,,,
c-21179,,,,,,,,,,,,,
c-3053,,,,,,,,,,,,,
c-3649,,,,,,,,,,,,,
c-13286,,,,,,,,,,,,,
c-3884,,,,,,,,,,,,,
c-9826,,,,,,,,,,,,,
c-11676,,,,,,,,,,,,,
c-9260,,,,,,,,,,,,,
c-14488,,,,,,,,,,,,,
c-8981,,,,,,,,,,,,,
c-31068,,,,,,,,,,,,,
c-22499,,,,,,,,,,,,,
c-22672,,,,,,,,,,,,,
c-23010,,,,,,,,,,,,,
c-3933,,,,,,,,,,,,,
c-9829,,,,,,,,,,,,,
c-1252,,,,,,,,,,,,,
c-14773,,,,,,,,,,,,,
c-6908,,,,,,,,,,,,,
c-12020,,,,,,,,,,,,,
c-2463,,,,,,,,,,,,,
c-42938,,,,,,,,,,,,,
c-9605,,,,,,,,,,,,,
c-53942,,,,,,,,,,,,,
c-11927,,,,,,,,,,,,,
c-4117,,,,,,,,,,,,,
c-3001,,,,,,,,,,,,,
c-3023,,,,,,,,,,,,,
c-5551,,,,,,,,,,,,,
c-15899,,,,,,,,,,,,,
c-14623,,,,,,,,,,,,,
c-26423,,,,,,,,,,,,,
c-10910,,,,,,,,,,,,,
c-46483,,,,,,,,,,,,,
c-24214,,,,,,,,,,,,,
c-1192,,,,,,,,,,,,,
c-3014,,,,,,,,,,,,,
c-7048,,,,,,,,,,,,,
c-14629,,,,,,,,,,,,,
c-38411,,,,,,,,,,,,,
c-10895,,,,,,,,,,,,,
c-3301,,,,,,,,,,,,,
c-39151,,,,,,,,,,,,,
c-29487,,,,,,,,,,,,,
c-2011,,,,,,,,,,,,,
c-45806,,,,,,,,,,,,,
c-26326,,,,,,,,,,,,,
c-3776,,,,,,,,,,,,,
c-57293,,,,,,,,,,,,,
c-28559,,,,,,,,,,,,,
c-11066,,,,,,,,,,,,,
c-10868,,,,,,,,,,,,,
c-3832,,,,,,,,,,,,,
c-31442,,,,,,,,,,,,,
c-14811,,,,,,,,,,,,,
c-22738,,,,,,,,,,,,,
c-23777,,,,,,,,,,,,,
c-15892,,,,,,,,,,,,,
c-4230,,,,,,,,,,,,,
c-49269,,,,,,,,,,,,,
c-6502,,,,,,,,,,,,,
c-10507,,,,,,,,,,,,,
c-54082,,,,,,,,,,,,,
c-2802,,,,,,,,,,,,,
c-46080,,,,,,,,,,,,,
c-38899,,,,,,,,,,,,,
c-3536,,,,,,,,,,,,,
c-15011,,,,,,,,,,,,,
c-1102,,,,,,,,,,,,,
c-21520,,,,,,,,,,,,,
c-26071,,,,,,,,,,,,,
c-6316,,,,,,,,,,,,,
c-3196,,,,,,,,,,,,,
c-9044,,,,,,,,,,,,,
c-18620,,,,,,,,,,,,,
c-87553,,,,,,,,,,,,,
c-3257,,,,,,,,,,,,,
c-21545,,,,,,,,,,,,,
c-14627,,,,,,,,,,,,,
c-26148,,,,,,,,,,,,,
c-3016,,,,,,,,,,,,,
c-3258,,,,,,,,,,,,,
c-14466,,,,,,,,,,,,,
c-15276,,,,,,,,,,,,,
c-443,,,,,,,,,,,,,
c-14624,,,,,,,,,,,,,
c-12807,,,,,,,,,,,,,
c-18197,,,,,,,,,,,,,
c-8104,,,,,,,,,,,,,
c-810,,,,,,,,,,,,,
c-19657,,,,,,,,,,,,,
c-2817,,,,,,,,,,,,,
c-13545,,,,,,,,,,,,,
c-18596,,,,,,,,,,,,,
c-45398,,,,,,,,,,,,,
c-52068,,,,,,,,,,,,,
c-37902,,,,,,,,,,,,,
c-10734,,,,,,,,,,,,,
c-32936,,,,,,,,,,,,,
c-11407,,,,,,,,,,,,,
c-57396,,,,,,,,,,,,,
c-23118,,,,,,,,,,,,,
c-22679,,,,,,,,,,,,,
c-53004,,,,,,,,,,,,,
c-39341,,,,,,,,,,,,,
c-3722,,,,,,,,,,,,,
c-8953,,,,,,,,,,,,,
c-34877,,,,,,,,,,,,,
c-4080,,,,,,,,,,,,,
c-19581,,,,,,,,,,,,,
c-3867,,,,,,,,,,,,,
c-1251,,,,,,,,,,,,,
c-40654,,,,,,,,,,,,,
c-14814,,,,,,,,,,,,,
c-32625,,,,,,,,,,,,,
c-26720,,,,,,,,,,,,,
c-41278,,,,,,,,,,,,,
c-12770,,,,,,,,,,,,,
c-22687,,,,,,,,,,,,,
c-17980,,,,,,,,,,,,,
c-9211,,,,,,,,,,,,,
c-22621,,,,,,,,,,,,,
c-4529,,,,,,,,,,,,,
c-11994,,,,,,,,,,,,,
c-441,,,,,,,,,,,,,
c-1557,,,,,,,,,,,,,
c-8123,,,,,,,,,,,,,
c-44734,,,,,,,,,,,,,
c-3454,,,,,,,,,,,,,
c-22552,,,,,,,,,,,,,
c-4077,,,,,,,,,,,,,
c-8908,,,,,,,,,,,,,
c-46842,,,,,,,,,,,,,
c-14984,,,,,,,,,,,,,
c-6110,,,,,,,,,,,,,
c-22431,,,,,,,,,,,,,
c-14706,,,,,,,,,,,,,
c-51026,,,,,,,,,,,,,
c-353,,,,,,,,,,,,,
c-1083,,,,,,,,,,,,,
c-1231,,,,,,,,,,,,,
c-22445,,,,,,,,,,,,,
c-20877,,,,,,,,,,,,,
c-43119,,,,,,,,,,,,,
c-14099,,,,,,,,,,,,,
c-3937,,,,,,,,,,,,,
c-759,,,,,,,,,,,,,
c-15530,,,,,,,,,,,,,
c-38650,,,,,,,,,,,,,
c-9727,,,,,,,,,,,,,
c-36387,,,,,,,,,,,,,
c-3879,,,,,,,,,,,,,
c-14980,,,,,,,,,,,,,
c-68029,,,,,,,,,,,,,
c-54753,,,,,,,,,,,,,
c-15589,,,,,,,,,,,,,
c-17535,,,,,,,,,,,,,
c-6142,,,,,,,,,,,,,
c-22720,,,,,,,,,,,,,
c-4079,,,,,,,,,,,,,
c-22694,,,,,,,,,,,,,
c-1530,,,,,,,,,,,,,
c-3027,,,,,,,,,,,,,
c-12573,,,,,,,,,,,,,
c-3936,,,,,,,,,,,,,
c-2721,,,,,,,,,,,,,
c-8818,,,,,,,,,,,,,
c-8492,,,,,,,,,,,,,
c-1115,,,,,,,,,,,,,
c-22563,,,,,,,,,,,,,
c-10217,,,,,,,,,,,,,
c-21929,,,,,,,,,,,,,
c-5724,,,,,,,,,,,,,
c-5776,,,,,,,,,,,,,
c-5689,,,,,,,,,,,,,
c-15709,,,,,,,,,,,,,
c-52881,,,,,,,,,,,,,
c-6684,,,,,,,,,,,,,
c-971,,,,,,,,,,,,,
c-3029,,,,,,,,,,,,,
c-8944,,,,,,,,,,,,,
c-3685,,,,,,,,,,,,,
c-9693,,,,,,,,,,,,,
c-33603,,,,,,,,,,,,,
c-3034,,,,,,,,,,,,,
c-3026,,,,,,,,,,,,,
c-2795,,,,,,,,,,,,,
c-12578,,,,,,,,,,,,,
c-3024,,,,,,,,,,,,,
c-37486,,,,,,,,,,,,,
c-38926,,,,,,,,,,,,,
c-10956,,,,,,,,,,,,,
c-40481,,,,,,,,,,,,,
c-2677,,,,,,,,,,,,,
c-24834,,,,,,,,,,,,,
c-22675,,,,,,,,,,,,,
c-8919,,,,,,,,,,,,,
c-49018,,,,,,,,,,,,,
c-14976,,,,,,,,,,,,,
c-13980,,,,,,,,,,,,,
c-18385,,,,,,,,,,,,,
c-3461,,,,,,,,,,,,,
c-43467,,,,,,,,,,,,,
c-22666,,,,,,,,,,,,,
c-9256,,,,,,,,,,,,,
c-39222,,,,,,,,,,,,,
c-9267,,,,,,,,,,,,,
c-22595,,,,,,,,,,,,,
c-3033,,,,,,,,,,,,,
c-10373,,,,,,,,,,,,,
c-3052,,,,,,,,,,,,,
c-10002,,,,,,,,,,,,,
c-23226,,,,,,,,,,,,,
c-707,,,,,,,,,,,,,
c-42048,,,,,,,,,,,,,
c-3064,,,,,,,,,,,,,
c-242,,,,,,,,,,,,,
c-13544,,,,,,,,,,,,,
c-850,,,,,,,,,,,,,
c-24762,,,,,,,,,,,,,
c-52299,,,,,,,,,,,,,
c-8820,,,,,,,,,,,,,
c-4284,,,,,,,,,,,,,
c-29793,,,,,,,,,,,,,
c-68221,,,,,,,,,,,,,
c-24563,,,,,,,,,,,,,
c-3362,,,,,,,,,,,,,
c-67000,,,,,,,,,,,,,
c-4674,,,,,,,,,,,,,
c-3898,,,,,,,,,,,,,
c-10970,,,,,,,,,,,,,
c-25903,,,,,,,,,,,,,
c-34461,,,,,,,,,,,,,
c-56852,,,,,,,,,,,,,
c-29842,,,,,,,,,,,,,
c-1081,,,,,,,,,,,,,
c-10880,,,,,,,,,,,,,
c-16803,,,,,,,,,,,,,
c-11265,,,,,,,,,,,,,
c-12278,,,,,,,,,,,,,
c-20375,,,,,,,,,,,,,
c-14646,,,,,,,,,,,,,
c-2761,,,,,,,,,,,,,
c-40030,,,,,,,,,,,,,
c-2576,,,,,,,,,,,,,
c-789,,,,,,,,,,,,,
c-45259,,,,,,,,,,,,,
c-19986,,,,,,,,,,,,,
c-84230,,,,,,,,,,,,,
c-11242,,,,,,,,,,,,,
c-928,,,,,,,,,,,,,
c-2863,,,,,,,,,,,,,
c-32343,,,,,,,,,,,,,
c-24724,,,,,,,,,,,,,
c-25449,,,,,,,,,,,,,
c-38040,,,,,,,,,,,,,
c-2068,,,,,,,,,,,,,
c-12277,,,,,,,,,,,,,
c-20414,,,,,,,,,,,,,
c-9544,,,,,,,,,,,,,
c-97172,,,,,,,,,,,,,
c-13716,,,,,,,,,,,,,
c-1065,,,,,,,,,,,,,
c-8362,,,,,,,,,,,,,
c-8640,,,,,,,,,,,,,
c-31260,,,,,,,,,,,,,
c-2593,,,,,,,,,,,,,
c-8955,,,,,,,,,,,,,
c-66,,,,,,,,,,,,,
c-8207,,,,,,,,,,,,,
c-33034,,,,,,,,,,,,,
c-36747,,,,,,,,,,,,,
c-18929,,,,,,,,,,,,,
c-42492,,,,,,,,,,,,,
c-53261,,,,,,,,,,,,,
c-6683,,,,,,,,,,,,,
c-3724,,,,,,,,,,,,,
c-40441,,,,,,,,,,,,,
c-31027,,,,,,,,,,,,,
c-11915,,,,,,,,,,,,,
c-21541,,,,,,,,,,,,,
c-6500,,,,,,,,,,,,,
c-78992,,,,,,,,,,,,,
c-83447,,,,,,,,,,,,,
c-50597,,,,,,,,,,,,,
c-12569,,,,,,,,,,,,,
c-19101,,,,,,,,,,,,,
c-5623,,,,,,,,,,,,,
c-19309,,,,,,,,,,,,,
c-10091,,,,,,,,,,,,,
c-79422,,,,,,,,,,,,,
c-60860,,,,,,,,,,,,,
c-22381,,,,,,,,,,,,,
c-6156,,,,,,,,,,,,,
c-7189,,,,,,,,,,,,,
c-10703,,,,,,,,,,,,,
c-73271,,,,,,,,,,,,,
c-2016,,,,,,,,,,,,,
c-24775,,,,,,,,,,,,,
c-42366,,,,,,,,,,,,,
c-10849,,,,,,,,,,,,,
c-46608,,,,,,,,,,,,,
c-43658,,,,,,,,,,,,,
c-9606,,,,,,,,,,,,,
c-1109,,,,,,,,,,,,,
c-8660,,,,,,,,,,,,,
c-33614,,,,,,,,,,,,,
c-385,,,,,,,,,,,,,
c-2639,,,,,,,,,,,,,
c-12963,,,,,,,,,,,,,
c-51638,,,,,,,,,,,,,
c-54532,,,,,,,,,,,,,
c-13248,,,,,,,,,,,,,
c-3013,,,,,,,,,,,,,
c-6469,,,,,,,,,,,,,
c-12847,,,,,,,,,,,,,
c-22838,,,,,,,,,,,,,
c-14671,,,,,,,,,,,,,
c-3038,,,,,,,,,,,,,
c-34281,,,,,,,,,,,,,
c-31034,,,,,,,,,,,,,
c-11910,,,,,,,,,,,,,
c-4536,,,,,,,,,,,,,
c-15910,,,,,,,,,,,,,
c-3909,,,,,,,,,,,,,
c-31621,,,,,,,,,,,,,
c-19939,,,,,,,,,,,,,
c-97148,,,,,,,,,,,,,
c-23085,,,,,,,,,,,,,
c-22550,,,,,,,,,,,,,
c-15022,,,,,,,,,,,,,
c-2582,,,,,,,,,,,,,
c-21459,,,,,,,,,,,,,
c-6503,,,,,,,,,,,,,
c-63999,,,,,,,,,,,,,
c-24067,,,,,,,,,,,,,
c-46172,,,,,,,,,,,,,
c-7714,,,,,,,,,,,,,
c-16663,,,,,,,,,,,,,
c-11419,,,,,,,,,,,,,
c-1829,,,,,,,,,,,,,
c-10787,,,,,,,,,,,,,
c-84,,,,,,,,,,,,,
c-11502,,,,,,,,,,,,,
c-22255,,,,,,,,,,,,,
c-16688,,,,,,,,,,,,,
c-43407,,,,,,,,,,,,,
c-23225,,,,,,,,,,,,,
c-35194,,,,,,,,,,,,,
c-67002,,,,,,,,,,,,,
c-67215,,,,,,,,,,,,,
c-9209,,,,,,,,,,,,,
c-1227,,,,,,,,,,,,,
c-17361,,,,,,,,,,,,,
c-12285,,,,,,,,,,,,,
c-18334,,,,,,,,,,,,,
c-8343,,,,,,,,,,,,,
c-21460,,,,,,,,,,,,,
c-21682,,,,,,,,,,,,,
c-40920,,,,,,,,,,,,,
c-45617,,,,,,,,,,,,,
c-26411,,,,,,,,,,,,,
c-33809,,,,,,,,,,,,,
c-29019,,,,,,,,,,,,,
c-38386,,,,,,,,,,,,,
c-22725,,,,,,,,,,,,,
c-39392,,,,,,,,,,,,,
c-12012,,,,,,,,,,,,,
c-45917,,,,,,,,,,,,,
c-69044,,,,,,,,,,,,,
c-45818,,,,,,,,,,,,,
c-51604,,,,,,,,,,,,,
c-33414,,,,,,,,,,,,,
c-25054,,,,,,,,,,,,,
c-4778,,,,,,,,,,,,,
c-53474,,,,,,,,,,,,,
c-32807,,,,,,,,,,,,,
c-78341,,,,,,,,,,,,,
c-1701,,,,,,,,,,,,,
c-94713,,,,,,,,,,,,,
c-94714,,,,,,,,,,,,,
c-58405,,,,,,,,,,,,,
c-21475,,,,,,,,,,,,,
c-40812,,,,,,,,,,,,,
c-33966,,,,,,,,,,,,,
c-15945,,,,,,,,,,,,,
c-42710,,,,,,,,,,,,,
c-1066,,,,,,,,,,,,,
c-24045,,,,,,,,,,,,,
c-20301,,,,,,,,,,,,,
c-50219,,,,,,,,,,,,,
c-8821,,,,,,,,,,,,,
c-31145,,,,,,,,,,,,,
c-30413,,,,,,,,,,,,,
c-10578,,,,,,,,,,,,,
c-5618,,,,,,,,,,,,,
c-6065,,,,,,,,,,,,,
c-15261,,,,,,,,,,,,,
c-1434,,,,,,,,,,,,,
c-15926,,,,,,,,,,,,,
c-93950,,,,,,,,,,,,,
c-36123,,,,,,,,,,,,,
c-3055,,,,,,,,,,,,,
c-3931,,,,,,,,,,,,,
c-21285,,,,,,,,,,,,,
c-3930,,,,,,,,,,,,,
c-15257,,,,,,,,,,,,,
c-22825,,,,,,,,,,,,,
c-245,,,,,,,,,,,,,
c-4042,,,,,,,,,,,,,
c-21075,,,,,,,,,,,,,
c-15436,,,,,,,,,,,,,
c-11310,,,,,,,,,,,,,
c-53035,,,,,,,,,,,,,
c-18343,,,,,,,,,,,,,
c-32796,,,,,,,,,,,,,
c-15791,,,,,,,,,,,,,
c-33783,,,,,,,,,,,,,
c-48325,,,,,,,,,,,,,
c-3811,,,,,,,,,,,,,
c-28933,,,,,,,,,,,,,
c-377,,,,,,,,,,,,,
c-7975,,,,,,,,,,,,,
c-18852,,,,,,,,,,,,,
c-15007,,,,,,,,,,,,,
c-10043,,,,,,,,,,,,,
c-53958,,,,,,,,,,,,,
c-1377,,,,,,,,,,,,,
c-10774,,,,,,,,,,,,,
c-18013,,,,,,,,,,,,,
c-12658,,,,,,,,,,,,,
c-20017,,,,,,,,,,,,,
c-5766,,,,,,,,,,,,,
c-27774,,,,,,,,,,,,,
c-32917,,,,,,,,,,,,,
c-71085,,,,,,,,,,,,,
c-6216,,,,,,,,,,,,,
c-85287,,,,,,,,,,,,,
c-6045,,,,,,,,,,,,,
c-599,,,,,,,,,,,,,
c-20573,,,,,,,,,,,,,
c-46889,,,,,,,,,,,,,
c-2998,,,,,,,,,,,,,
c-15792,,,,,,,,,,,,,
c-16696,,,,,,,,,,,,,
c-10603,,,,,,,,,,,,,
c-52384,,,,,,,,,,,,,
c-12762,,,,,,,,,,,,,
c-91391,,,,,,,,,,,,,
c-10413,,,,,,,,,,,,,
c-45757,,,,,,,,,,,,,
c-859,,,,,,,,,,,,,
c-19932,,,,,,,,,,,,,
c-22673,,,,,,,,,,,,,
c-17675,,,,,,,,,,,,,
c-19715,,,,,,,,,,,,,
c-8174,,,,,,,,,,,,,
c-18751,,,,,,,,,,,,,
c-3031,,,,,,,,,,,,,
c-19943,,,,,,,,,,,,,
c-3826,,,,,,,,,,,,,
c-9218,,,,,,,,,,,,,
c-13446,,,,,,,,,,,,,
c-86501,,,,,,,,,,,,,
c-39458,,,,,,,,,,,,,
c-88222,,,,,,,,,,,,,
c-26409,,,,,,,,,,,,,
c-8912,,,,,,,,,,,,,
c-3020,,,,,,,,,,,,,
c-10960,,,,,,,,,,,,,
c-24292,,,,,,,,,,,,,
c-4630,,,,,,,,,,,,,
c-35272,,,,,,,,,,,,,
c-1274,,,,,,,,,,,,,
c-9710,,,,,,,,,,,,,
c-1180,,,,,,,,,,,,,
c-8995,,,,,,,,,,,,,
c-47128,,,,,,,,,,,,,
c-33590,,,,,,,,,,,,,
c-13578,,,,,,,,,,,,,
c-70626,,,,,,,,,,,,,
c-9465,,,,,,,,,,,,,
c-6429,,,,,,,,,,,,,
c-13499,,,,,,,,,,,,,
c-97819,,,,,,,,,,,,,
c-4687,,,,,,,,,,,,,
c-21864,,,,,,,,,,,,,
c-43574,,,,,,,,,,,,,
c-7011,,,,,,,,,,,,,
c-41028,,,,,,,,,,,,,
c-53885,,,,,,,,,,,,,
c-17775,,,,,,,,,,,,,
c-31588,,,,,,,,,,,,,
c-9046,,,,,,,,,,,,,
c-20429,,,,,,,,,,,,,
c-22692,,,,,,,,,,,,,
c-83678,,,,,,,,,,,,,
c-39805,,,,,,,,,,,,,
c-37569,,,,,,,,,,,,,
c-5582,,,,,,,,,,,,,
c-2938,,,,,,,,,,,,,
c-13365,,,,,,,,,,,,,
c-9495,,,,,,,,,,,,,
c-16154,,,,,,,,,,,,,
c-801,,,,,,,,,,,,,
c-80795,,,,,,,,,,,,,
c-15629,,,,,,,,,,,,,
c-27028,,,,,,,,,,,,,
c-860,,,,,,,,,,,,,
c-21099,,,,,,,,,,,,,
c-176,,,,,,,,,,,,,
c-2118,,,,,,,,,,,,,
c-530,,,,,,,,,,,,,
c-48688,,,,,,,,,,,,,
c-856,,,,,,,,,,,,,
c-2273,,,,,,,,,,,,,
c-31412,,,,,,,,,,,,,
c-42476,,,,,,,,,,,,,
c-9612,,,,,,,,,,,,,
c-16676,,,,,,,,,,,,,
c-79569,,,,,,,,,,,,,
c-14375,,,,,,,,,,,,,
c-12388,,,,,,,,,,,,,
c-53238,,,,,,,,,,,,,
c-3682,,,,,,,,,,,,,
c-67534,,,,,,,,,,,,,
c-42216,,,,,,,,,,,,,
c-23375,,,,,,,,,,,,,
c-73865,,,,,,,,,,,,,
c-21851,,,,,,,,,,,,,
c-22828,,,,,,,,,,,,,
c-19820,,,,,,,,,,,,,
c-22468,,,,,,,,,,,,,
c-9043,,,,,,,,,,,,,
c-21313,,,,,,,,,,,,,
c-15000,,,,,,,,,,,,,
c-39337,,,,,,,,,,,,,
c-24931,,,,,,,,,,,,,
c-15647,,,,,,,,,,,,,
c-26203,,,,,,,,,,,,,
c-389,,,,,,,,,,,,,
c-38565,,,,,,,,,,,,,
c-5970,,,,,,,,,,,,,
c-91425,,,,,,,,,,,,,
c-16658,,,,,,,,,,,,,
c-12125,,,,,,,,,,,,,
c-42829,,,,,,,,,,,,,
c-61694,,,,,,,,,,,,,
c-57414,,,,,,,,,,,,,
c-27779,,,,,,,,,,,,,
c-13366,,,,,,,,,,,,,
c-31476,,,,,,,,,,,,,
c-8659,,,,,,,,,,,,,
c-4900,,,,,,,,,,,,,
c-4915,,,,,,,,,,,,,
c-4520,,,,,,,,,,,,,
c-29147,,,,,,,,,,,,,
c-892,,,,,,,,,,,,,
c-82325,,,,,,,,,,,,,
c-24998,,,,,,,,,,,,,
c-3523,,,,,,,,,,,,,
c-944,,,,,,,,,,,,,
c-8781,,,,,,,,,,,,,
c-9135,,,,,,,,,,,,,
c-23307,,,,,,,,,,,,,
c-25712,,,,,,,,,,,,,
c-25584,,,,,,,,,,,,,
c-25711,,,,,,,,,,,,,
c-12769,,,,,,,,,,,,,
c-15596,,,,,,,,,,,,,
c-15598,,,,,,,,,,,,,
c-14537,,,,,,,,,,,,,
c-8178,,,,,,,,,,,,,
c-10730,,,,,,,,,,,,,
c-44371,,,,,,,,,,,,,
c-30562,,,,,,,,,,,,,
c-11179,,,,,,,,,,,,,
c-69933,,,,,,,,,,,,,
c-69957,,,,,,,,,,,,,
c-2250,,,,,,,,,,,,,
c-4541,,,,,,,,,,,,,
c-28769,,,,,,,,,,,,,
c-26780,,,,,,,,,,,,,
c-23581,,,,,,,,,,,,,
c-22177,,,,,,,,,,,,,
c-8517,,,,,,,,,,,,,
c-37898,,,,,,,,,,,,,
c-29183,,,,,,,,,,,,,
c-42459,,,,,,,,,,,,,
c-30029,,,,,,,,,,,,,
c-38759,,,,,,,,,,,,,
c-1007,,,,,,,,,,,,,
c-50531,,,,,,,,,,,,,
c-33638,,,,,,,,,,,,,
c-37024,,,,,,,,,,,,,
c-6227,,,,,,,,,,,,,
c-5469,,,,,,,,,,,,,
c-46485,,,,,,,,,,,,,
c-92,,,,,,,,,,,,,
c-34305,,,,,,,,,,,,,
c-1693,,,,,,,,,,,,,
c-309,,,,,,,,,,,,,
c-8511,,,,,,,,,,,,,
c-36077,,,,,,,,,,,,,
c-38232,,,,,,,,,,,,,
c-53596,,,,,,,,,,,,,
c-53598,,,,,,,,,,,,,
c-393,,,,,,,,,,,,,
c-305,,,,,,,,,,,,,
c-2612,,,,,,,,,,,,,
c-21077,,,,,,,,,,,,,
c-21049,,,,,,,,,,,,,
c-20462,,,,,,,,,,,,,
c-53599,,,,,,,,,,,,,
c-14971,,,,,,,,,,,,,
c-53606,,,,,,,,,,,,,
c-53592,,,,,,,,,,,,,
c-53594,,,,,,,,,,,,,
c-21083,,,,,,,,,,,,,
c-42304,,,,,,,,,,,,,
c-23005,,,,,,,,,,,,,
c-53600,,,,,,,,,,,,,
c-25336,,,,,,,,,,,,,
c-53604,,,,,,,,,,,,,
c-1037,,,,,,,,,,,,,
c-17482,,,,,,,,,,,,,
c-9715,,,,,,,,,,,,,
c-53602,,,,,,,,,,,,,
c-18485,,,,,,,,,,,,,
c-42559,,,,,,,,,,,,,
c-16239,,,,,,,,,,,,,
c-37825,,,,,,,,,,,,,
c-8963,,,,,,,,,,,,,
c-6993,,,,,,,,,,,,,
c-31606,,,,,,,,,,,,,
c-52457,,,,,,,,,,,,,
c-456,,,,,,,,,,,,,
c-28760,,,,,,,,,,,,,
c-1712,,,,,,,,,,,,,
c-996,,,,,,,,,,,,,
c-1079,,,,,,,,,,,,,
c-1212,,,,,,,,,,,,,
c-9196,,,,,,,,,,,,,
