id,club_id,season,competition_id,rank,matches,win,draw,loss,goals_scored,goals_conceded,players_avg_age
,c-985,2010,GB1,1,38,23,11,4,78,37,27.1
,c-631,2010,GB1,2,38,21,8,9,69,33,27.1
,c-281,2010,GB1,3,38,21,8,9,60,33,27.1
,c-11,2010,GB1,4,38,19,11,8,72,43,27.1
,c-148,2010,GB1,5,38,16,14,8,55,46,27.1
,c-31,2010,GB1,6,38,17,7,14,59,44,27.1
,c-29,2010,GB1,7,38,13,15,10,51,45,27.1
,c-931,2010,GB1,8,38,11,16,11,49,43,27.1
,c-405,2010,GB1,9,38,12,12,14,48,59,27.1
,c-289,2010,GB1,10,38,12,11,15,45,56,27.1
,c-984,2010,GB1,11,38,12,11,15,56,71,27.1
,c-762,2010,GB1,12,38,11,13,14,56,57,27.1
,c-512,2010,GB1,13,38,13,7,18,46,48,27.1
,c-355,2010,GB1,14,38,12,10,16,52,56,27.1
,c-164,2010,GB1,15,38,11,10,17,46,59,27.1
,c-1071,2010,GB1,16,38,9,15,14,40,61,27.1
,c-543,2010,GB1,17,38,11,7,20,46,66,27.1
,c-337,2010,GB1,18,38,8,15,15,37,58,27.1
,c-1181,2010,GB1,19,38,10,9,19,55,78,27.1
,c-379,2010,GB1,20,38,7,12,19,43,70,27.1
,c-281,2011,GB1,1,38,28,5,5,93,29,27.1
,c-985,2011,GB1,2,38,28,5,5,89,33,27.1
,c-11,2011,GB1,3,38,21,7,10,74,49,27.1
,c-148,2011,GB1,4,38,20,9,9,66,41,27.1
,c-762,2011,GB1,5,38,19,8,11,56,51,27.1
,c-631,2011,GB1,6,38,18,10,10,65,46,27.1
,c-29,2011,GB1,7,38,15,11,12,50,40,27.1
,c-31,2011,GB1,8,38,14,10,14,47,40,27.1
,c-931,2011,GB1,9,38,14,10,14,48,51,27.1
,c-984,2011,GB1,10,38,13,8,17,45,52,27.1
,c-2288,2011,GB1,11,38,12,11,15,44,51,27.1
,c-1123,2011,GB1,12,38,12,11,15,52,66,27.1
,c-289,2011,GB1,13,38,11,12,15,45,46,27.1
,c-512,2011,GB1,14,38,11,12,15,36,53,27.1
,c-1071,2011,GB1,15,38,11,10,17,42,62,27.1
,c-405,2011,GB1,16,38,7,17,14,37,53,27.1
,c-1039,2011,GB1,17,38,10,7,21,43,66,27.1
,c-355,2011,GB1,18,38,10,6,22,46,77,27.1
,c-164,2011,GB1,19,38,8,7,23,48,78,27.1
,c-543,2011,GB1,20,38,5,10,23,40,82,27.1
,c-985,2012,GB1,1,38,28,5,5,86,43,27.1
,c-281,2012,GB1,2,38,23,9,6,66,34,27.1
,c-631,2012,GB1,3,38,22,9,7,75,39,27.1
,c-11,2012,GB1,4,38,21,10,7,72,37,27.1
,c-148,2012,GB1,5,38,21,9,8,66,46,27.1
,c-29,2012,GB1,6,38,16,15,7,55,40,27.1
,c-31,2012,GB1,7,38,16,13,9,71,43,27.1
,c-984,2012,GB1,8,38,14,7,17,53,57,27.1
,c-2288,2012,GB1,9,38,11,13,14,47,51,27.1
,c-379,2012,GB1,10,38,12,10,16,45,53,27.1
,c-1123,2012,GB1,11,38,10,14,14,41,58,27.1
,c-931,2012,GB1,12,38,11,10,17,50,60,27.1
,c-512,2012,GB1,13,38,9,15,14,34,45,27.1
,c-180,2012,GB1,14,38,9,14,15,49,60,27.1
,c-405,2012,GB1,15,38,10,11,17,47,69,27.1
,c-762,2012,GB1,16,38,11,8,19,45,68,27.1
,c-289,2012,GB1,17,38,9,12,17,41,54,27.1
,c-1071,2012,GB1,18,38,9,9,20,47,73,27.1
,c-1032,2012,GB1,19,38,6,10,22,43,73,27.1
,c-1039,2012,GB1,20,38,4,13,21,30,60,27.1
,c-281,2013,GB1,1,38,27,5,6,102,37,27.1
,c-31,2013,GB1,2,38,26,6,6,101,50,27.1
,c-631,2013,GB1,3,38,25,7,6,71,27,27.1
,c-11,2013,GB1,4,38,24,7,7,68,41,27.1
,c-29,2013,GB1,5,38,21,9,8,61,39,27.1
,c-148,2013,GB1,6,38,21,6,11,55,51,27.1
,c-985,2013,GB1,7,38,19,7,12,64,43,27.1
,c-180,2013,GB1,8,38,15,11,12,54,46,27.1
,c-512,2013,GB1,9,38,13,11,14,45,52,27.1
,c-762,2013,GB1,10,38,15,4,19,43,59,27.1
,c-873,2013,GB1,11,38,13,6,19,33,48,27.1
,c-2288,2013,GB1,12,38,11,9,18,54,54,27.1
,c-379,2013,GB1,13,38,11,7,20,40,51,27.1
,c-289,2013,GB1,14,38,10,8,20,41,60,27.1
,c-405,2013,GB1,15,38,10,8,20,39,61,27.1
,c-3008,2013,GB1,16,38,10,7,21,38,53,27.1
,c-984,2013,GB1,17,38,7,15,16,43,59,27.1
,c-1123,2013,GB1,18,38,8,9,21,28,62,27.1
,c-931,2013,GB1,19,38,9,5,24,40,85,27.1
,c-603,2013,GB1,20,38,7,9,22,32,74,27.1
,c-631,2014,GB1,1,38,26,9,3,73,32,27.1
,c-281,2014,GB1,2,38,24,7,7,83,38,27.1
,c-11,2014,GB1,3,38,22,9,7,71,36,27.1
,c-985,2014,GB1,4,38,20,10,8,62,37,27.1
,c-148,2014,GB1,5,38,19,7,12,58,53,27.1
,c-31,2014,GB1,6,38,18,8,12,52,48,27.1
,c-180,2014,GB1,7,38,18,6,14,54,33,27.1
,c-2288,2014,GB1,8,38,16,8,14,46,49,27.1
,c-512,2014,GB1,9,38,15,9,14,48,45,27.1
,c-873,2014,GB1,10,38,13,9,16,47,51,27.1
,c-29,2014,GB1,11,38,12,11,15,48,50,27.1
,c-379,2014,GB1,12,38,12,11,15,44,47,27.1
,c-984,2014,GB1,13,38,11,11,16,38,51,27.1
,c-1003,2014,GB1,14,38,11,8,19,46,55,27.1
,c-762,2014,GB1,15,38,10,9,19,40,63,27.1
,c-289,2014,GB1,16,38,7,17,14,31,53,27.1
,c-405,2014,GB1,17,38,10,8,20,31,57,27.1
,c-3008,2014,GB1,18,38,8,11,19,33,51,27.1
,c-1132,2014,GB1,19,38,7,12,19,28,53,27.1
,c-1039,2014,GB1,20,38,8,6,24,42,73,27.1
,c-1003,2015,GB1,1,38,23,12,3,68,36,27.1
,c-11,2015,GB1,2,38,20,11,7,65,36,27.1
,c-148,2015,GB1,3,38,19,13,6,69,35,27.1
,c-281,2015,GB1,4,38,19,9,10,71,41,27.1
,c-985,2015,GB1,5,38,19,9,10,49,35,27.1
,c-180,2015,GB1,6,38,18,9,11,59,41,27.1
,c-379,2015,GB1,7,38,16,14,8,65,51,27.1
,c-31,2015,GB1,8,38,16,12,10,63,50,27.1
,c-512,2015,GB1,9,38,14,9,15,41,55,27.1
,c-631,2015,GB1,10,38,12,14,12,59,53,27.1
,c-29,2015,GB1,11,38,11,14,13,59,55,27.1
,c-2288,2015,GB1,12,38,12,11,15,42,52,27.1
,c-1010,2015,GB1,13,38,12,9,17,40,50,27.1
,c-984,2015,GB1,14,38,10,13,15,34,48,27.1
,c-873,2015,GB1,15,38,11,9,18,39,51,27.1
,c-989,2015,GB1,16,38,11,9,18,45,67,27.1
,c-289,2015,GB1,17,38,9,12,17,48,62,27.1
,c-762,2015,GB1,18,38,9,10,19,44,65,27.1
,c-1123,2015,GB1,19,38,9,7,22,39,67,27.1
,c-405,2015,GB1,20,38,3,8,27,27,76,27.1
,c-631,2016,GB1,1,38,30,3,5,85,33,27.1
,c-148,2016,GB1,2,38,26,8,4,86,26,27.1
,c-281,2016,GB1,3,38,23,9,6,80,39,27.1
,c-31,2016,GB1,4,38,22,10,6,78,42,27.1
,c-11,2016,GB1,5,38,23,6,9,77,44,27.1
,c-985,2016,GB1,6,38,18,15,5,54,29,27.1
,c-29,2016,GB1,7,38,17,10,11,62,44,27.1
,c-180,2016,GB1,8,38,12,10,16,41,48,27.1
,c-989,2016,GB1,9,38,12,10,16,55,67,27.1
,c-984,2016,GB1,10,38,12,9,17,43,51,27.1
,c-379,2016,GB1,11,38,12,9,17,47,64,27.1
,c-1003,2016,GB1,12,38,12,8,18,48,63,27.1
,c-512,2016,GB1,13,38,11,11,16,41,56,27.1
,c-873,2016,GB1,14,38,12,5,21,50,63,27.1
,c-2288,2016,GB1,15,38,12,5,21,45,70,27.1
,c-1132,2016,GB1,16,38,11,7,20,39,55,27.1
,c-1010,2016,GB1,17,38,11,7,20,40,68,27.1
,c-3008,2016,GB1,18,38,9,7,22,37,80,27.1
,c-641,2016,GB1,19,38,5,13,20,27,53,27.1
,c-289,2016,GB1,20,38,6,6,26,29,69,27.1
,c-281,2017,GB1,1,38,32,4,2,106,27,27.1
,c-985,2017,GB1,2,38,25,6,7,68,28,27.1
,c-148,2017,GB1,3,38,23,8,7,74,36,27.1
,c-31,2017,GB1,4,38,21,12,5,84,38,27.1
,c-631,2017,GB1,5,38,21,7,10,62,38,27.1
,c-11,2017,GB1,6,38,19,6,13,74,51,27.1
,c-1132,2017,GB1,7,38,14,12,12,36,39,27.1
,c-29,2017,GB1,8,38,13,10,15,44,58,27.1
,c-1003,2017,GB1,9,38,12,11,15,56,60,27.1
,c-762,2017,GB1,10,38,12,8,18,39,47,27.1
,c-873,2017,GB1,11,38,11,11,16,45,55,27.1
,c-989,2017,GB1,12,38,11,11,16,45,61,27.1
,c-379,2017,GB1,13,38,10,12,16,48,68,27.1
,c-1010,2017,GB1,14,38,11,8,19,44,64,27.1
,c-1237,2017,GB1,15,38,9,13,16,34,54,27.1
,c-1110,2017,GB1,16,38,9,10,19,28,58,27.1
,c-180,2017,GB1,17,38,7,15,16,37,56,27.1
,c-2288,2017,GB1,18,38,8,9,21,28,56,27.1
,c-512,2017,GB1,19,38,7,12,19,35,68,27.1
,c-984,2017,GB1,20,38,6,13,19,31,56,27.1
,c-281,2018,GB1,1,38,32,2,4,95,23,27.1
,c-31,2018,GB1,2,38,30,7,1,89,22,27.1
,c-631,2018,GB1,3,38,21,9,8,63,39,27.1
,c-148,2018,GB1,4,38,23,2,13,67,39,27.1
,c-11,2018,GB1,5,38,21,7,10,73,51,27.1
,c-985,2018,GB1,6,38,19,9,10,65,54,27.1
,c-543,2018,GB1,7,38,16,9,13,47,46,27.1
,c-29,2018,GB1,8,38,15,9,14,54,46,27.1
,c-1003,2018,GB1,9,38,15,7,16,51,48,27.1
,c-379,2018,GB1,10,38,15,7,16,52,55,27.1
,c-1010,2018,GB1,11,38,14,8,16,52,59,27.1
,c-873,2018,GB1,12,38,14,7,17,51,53,27.1
,c-762,2018,GB1,13,38,12,9,17,42,48,27.1
,c-989,2018,GB1,14,38,13,6,19,56,70,27.1
,c-1132,2018,GB1,15,38,11,7,20,45,68,27.1
,c-180,2018,GB1,16,38,9,12,17,45,65,27.1
,c-1237,2018,GB1,17,38,9,9,20,35,60,27.1
,c-603,2018,GB1,18,38,10,4,24,34,69,27.1
,c-931,2018,GB1,19,38,7,5,26,34,81,27.1
,c-1110,2018,GB1,20,38,3,7,28,22,76,27.1
,c-31,2019,GB1,1,38,32,3,3,85,33,27.1
,c-281,2019,GB1,2,38,26,3,9,102,35,27.1
,c-985,2019,GB1,3,38,18,12,8,66,36,27.1
,c-631,2019,GB1,4,38,20,6,12,69,54,27.1
,c-1003,2019,GB1,5,38,18,8,12,67,41,27.1
,c-148,2019,GB1,6,38,16,11,11,61,47,27.1
,c-543,2019,GB1,7,38,15,14,9,51,40,27.1
,c-11,2019,GB1,8,38,14,14,10,56,48,27.1
,c-350,2019,GB1,9,38,14,12,12,39,39,27.1
,c-1132,2019,GB1,10,38,15,9,14,43,50,27.1
,c-180,2019,GB1,11,38,15,7,16,51,60,27.1
,c-29,2019,GB1,12,38,13,10,15,44,56,27.1
,c-762,2019,GB1,13,38,11,11,16,38,58,27.1
,c-873,2019,GB1,14,38,11,10,17,31,50,27.1
,c-1237,2019,GB1,15,38,9,14,15,39,54,27.1
,c-379,2019,GB1,16,38,10,9,19,49,62,27.1
,c-405,2019,GB1,17,38,9,8,21,41,67,27.1
,c-989,2019,GB1,18,38,9,7,22,40,65,27.1
,c-1010,2019,GB1,19,38,8,10,20,36,64,27.1
,c-1123,2019,GB1,20,38,5,6,27,26,75,27.1
,c-281,2020,GB1,1,38,27,5,6,83,32,27.1
,c-985,2020,GB1,2,38,21,11,6,73,44,27.1
,c-31,2020,GB1,3,38,20,9,9,68,42,27.1
,c-631,2020,GB1,4,38,19,10,9,58,36,27.1
,c-1003,2020,GB1,5,38,20,6,12,68,50,27.1
,c-379,2020,GB1,6,38,19,8,11,62,47,27.1
,c-148,2020,GB1,7,38,18,8,12,68,45,27.1
,c-11,2020,GB1,8,38,18,7,13,55,39,27.1
,c-399,2020,GB1,9,38,18,5,15,62,54,27.1
,c-29,2020,GB1,10,38,17,8,13,47,48,27.1
,c-405,2020,GB1,11,38,16,7,15,55,46,27.1
,c-762,2020,GB1,12,38,12,9,17,46,62,27.1
,c-543,2020,GB1,13,38,12,9,17,36,52,27.1
,c-873,2020,GB1,14,38,12,8,18,41,66,27.1
,c-180,2020,GB1,15,38,12,7,19,47,68,27.1
,c-1237,2020,GB1,16,38,9,14,15,40,46,27.1
,c-1132,2020,GB1,17,38,10,9,19,33,55,27.1
,c-931,2020,GB1,18,38,5,13,20,27,53,27.1
,c-984,2020,GB1,19,38,5,11,22,35,76,27.1
,c-350,2020,GB1,20,38,7,2,29,20,63,27.1
,c-281,2021,GB1,1,38,29,6,3,99,26,27.1
,c-31,2021,GB1,2,38,28,8,2,94,26,27.1
,c-631,2021,GB1,3,38,21,11,6,76,33,27.1
,c-148,2021,GB1,4,38,22,5,11,69,40,27.1
,c-11,2021,GB1,5,38,22,3,13,61,48,27.1
,c-985,2021,GB1,6,38,16,10,12,57,57,27.1
,c-379,2021,GB1,7,38,16,8,14,60,51,27.1
,c-1003,2021,GB1,8,38,14,10,14,62,59,27.1
,c-1237,2021,GB1,9,38,12,15,11,42,44,27.1
,c-543,2021,GB1,10,38,15,6,17,38,43,27.1
,c-762,2021,GB1,11,38,13,10,15,44,62,27.1
,c-873,2021,GB1,12,38,11,15,12,50,46,27.1
,c-1148,2021,GB1,13,38,13,7,18,48,56,27.1
,c-405,2021,GB1,14,38,13,6,19,52,54,27.1
,c-180,2021,GB1,15,38,9,13,16,43,67,27.1
,c-29,2021,GB1,16,38,11,6,21,43,66,27.1
,c-399,2021,GB1,17,38,9,11,18,42,79,27.1
,c-1132,2021,GB1,18,38,7,14,17,34,53,27.1
,c-1010,2021,GB1,19,38,6,5,27,34,77,27.1
,c-1123,2021,GB1,20,38,5,7,26,23,84,27.1
,c-281,2022,GB1,1,37,28,5,4,94,32,27.1
,c-11,2022,GB1,2,37,25,6,6,83,43,27.1
,c-762,2022,GB1,3,37,19,13,5,67,32,27.1
,c-985,2022,GB1,4,36,21,6,9,52,41,27.1
,c-31,2022,GB1,5,37,19,9,9,71,43,27.1
,c-1237,2022,GB1,6,37,18,8,11,71,51,27.1
,c-405,2022,GB1,7,37,17,7,13,49,45,27.1
,c-148,2022,GB1,8,37,17,6,14,66,62,27.1
,c-1148,2022,GB1,9,37,14,14,9,57,46,27.1
,c-931,2022,GB1,10,37,15,7,15,54,51,27.1
,c-873,2022,GB1,11,37,11,11,15,39,48,27.1
,c-631,2022,GB1,12,36,11,10,15,36,42,27.1
,c-543,2022,GB1,13,37,11,8,18,31,53,27.1
,c-379,2022,GB1,14,37,11,7,19,41,53,27.1
,c-989,2022,GB1,15,37,11,6,20,37,70,27.1
,c-703,2022,GB1,16,37,9,10,18,37,67,27.1
,c-29,2022,GB1,17,37,7,12,18,33,57,27.1
,c-1003,2022,GB1,18,37,8,7,22,49,67,27.1
,c-399,2022,GB1,19,37,7,10,20,47,74,27.1
,c-180,2022,GB1,20,37,6,6,25,32,69,27.1
,c-16,2010,L1,1,34,23,6,5,67,22,26.2
,c-15,2010,L1,2,34,20,8,6,64,44,26.2
,c-27,2010,L1,3,34,19,8,7,81,40,26.2
,c-42,2010,L1,4,34,19,3,12,49,45,26.2
,c-39,2010,L1,5,34,18,4,12,52,39,26.2
,c-4,2010,L1,6,34,13,8,13,47,45,26.2
,c-2,2010,L1,7,34,13,7,14,48,51,26.2
,c-41,2010,L1,8,34,12,9,13,46,52,26.2
,c-60,2010,L1,9,34,13,5,16,41,50,26.2
,c-3,2010,L1,10,34,13,5,16,47,62,26.2
,c-533,2010,L1,11,34,11,10,13,50,50,26.2
,c-79,2010,L1,12,34,12,6,16,60,59,26.2
,c-86,2010,L1,13,34,10,11,13,47,61,26.2
,c-33,2010,L1,14,34,11,7,16,38,44,26.2
,c-82,2010,L1,15,34,9,11,14,43,48,26.2
,c-18,2010,L1,16,34,10,6,18,48,65,26.2
,c-24,2010,L1,17,34,9,7,18,31,49,26.2
,c-35,2010,L1,18,34,8,5,21,35,68,26.2
,c-16,2011,L1,1,34,25,6,3,80,25,26.2
,c-27,2011,L1,2,34,23,4,7,77,22,26.2
,c-33,2011,L1,3,34,20,4,10,74,44,26.2
,c-18,2011,L1,4,34,17,9,8,49,24,26.2
,c-15,2011,L1,5,34,15,9,10,52,44,26.2
,c-79,2011,L1,6,34,15,8,11,63,46,26.2
,c-42,2011,L1,7,34,12,12,10,41,45,26.2
,c-82,2011,L1,8,34,13,5,16,47,60,26.2
,c-86,2011,L1,9,34,11,9,14,49,58,26.2
,c-4,2011,L1,10,34,12,6,16,38,49,26.2
,c-533,2011,L1,11,34,10,11,13,41,47,26.2
,c-60,2011,L1,12,34,10,10,14,45,61,26.2
,c-39,2011,L1,13,34,9,12,13,47,51,26.2
,c-167,2011,L1,14,34,8,14,12,36,49,26.2
,c-41,2011,L1,15,34,8,12,14,35,57,26.2
,c-44,2011,L1,16,34,7,10,17,38,64,26.2
,c-3,2011,L1,17,34,8,6,20,39,75,26.2
,c-2,2011,L1,18,34,4,11,19,24,54,26.2
,c-27,2012,L1,1,34,29,4,1,98,18,26.2
,c-16,2012,L1,2,34,19,9,6,81,42,26.2
,c-15,2012,L1,3,34,19,8,7,65,39,26.2
,c-33,2012,L1,4,34,16,7,11,58,50,26.2
,c-60,2012,L1,5,34,14,9,11,45,40,26.2
,c-24,2012,L1,6,34,14,9,11,49,46,26.2
,c-41,2012,L1,7,34,14,6,14,42,53,26.2
,c-18,2012,L1,8,34,12,11,11,45,49,26.2
,c-42,2012,L1,9,34,13,6,15,60,62,26.2
,c-4,2012,L1,10,34,11,11,12,39,47,26.2
,c-82,2012,L1,11,34,10,13,11,47,52,26.2
,c-79,2012,L1,12,34,12,7,15,37,55,26.2
,c-39,2012,L1,13,34,10,12,12,42,44,26.2
,c-86,2012,L1,14,34,8,10,16,50,66,26.2
,c-167,2012,L1,15,34,8,9,17,33,51,26.2
,c-533,2012,L1,16,34,8,7,19,42,67,26.2
,c-38,2012,L1,17,34,7,9,18,39,57,26.2
,c-65,2012,L1,18,34,4,9,21,26,60,26.2
,c-27,2013,L1,1,34,29,3,2,94,23,26.2
,c-16,2013,L1,2,34,22,5,7,80,38,26.2
,c-33,2013,L1,3,34,19,7,8,63,43,26.2
,c-15,2013,L1,4,34,19,4,11,60,41,26.2
,c-82,2013,L1,5,34,18,6,10,63,50,26.2
,c-18,2013,L1,6,34,16,7,11,59,43,26.2
,c-39,2013,L1,7,34,16,5,13,52,54,26.2
,c-167,2013,L1,8,34,15,7,12,47,47,26.2
,c-533,2013,L1,9,34,11,11,12,72,70,26.2
,c-42,2013,L1,10,34,12,6,16,46,59,26.2
,c-44,2013,L1,11,34,11,8,15,40,48,26.2
,c-86,2013,L1,12,34,10,9,15,42,66,26.2
,c-24,2013,L1,13,34,9,9,16,40,57,26.2
,c-60,2013,L1,14,34,9,9,16,43,61,26.2
,c-79,2013,L1,15,34,8,8,18,49,62,26.2
,c-41,2013,L1,16,34,7,6,21,51,75,26.2
,c-4,2013,L1,17,34,5,11,18,37,70,26.2
,c-23,2013,L1,18,34,6,7,21,29,60,26.2
,c-27,2014,L1,1,34,25,4,5,80,18,26.2
,c-82,2014,L1,2,34,20,9,5,72,38,26.2
,c-18,2014,L1,3,34,19,9,6,53,26,26.2
,c-15,2014,L1,4,34,17,10,7,62,37,26.2
,c-167,2014,L1,5,34,15,4,15,43,43,26.2
,c-33,2014,L1,6,34,13,9,12,42,40,26.2
,c-16,2014,L1,7,34,13,7,14,47,42,26.2
,c-533,2014,L1,8,34,12,8,14,49,55,26.2
,c-24,2014,L1,9,34,11,10,13,56,62,26.2
,c-86,2014,L1,10,34,11,10,13,50,65,26.2
,c-39,2014,L1,11,34,9,13,12,45,47,26.2
,c-3,2014,L1,12,34,9,13,12,34,40,26.2
,c-42,2014,L1,13,34,9,10,15,40,56,26.2
,c-79,2014,L1,14,34,9,9,16,42,60,26.2
,c-44,2014,L1,15,34,9,8,17,36,52,26.2
,c-41,2014,L1,16,34,9,8,17,25,50,26.2
,c-60,2014,L1,17,34,7,13,14,36,47,26.2
,c-127,2014,L1,18,34,7,10,17,31,65,26.2
,c-27,2015,L1,1,34,28,4,2,80,17,26.2
,c-16,2015,L1,2,34,24,6,4,82,34,26.2
,c-15,2015,L1,3,34,18,6,10,56,40,26.2
,c-18,2015,L1,4,34,17,4,13,67,50,26.2
,c-33,2015,L1,5,34,15,7,12,51,49,26.2
,c-39,2015,L1,6,34,14,8,12,46,42,26.2
,c-44,2015,L1,7,34,14,8,12,42,42,26.2
,c-82,2015,L1,8,34,12,9,13,47,49,26.2
,c-3,2015,L1,9,34,10,13,11,38,42,26.2
,c-41,2015,L1,10,34,11,8,15,40,46,26.2
,c-4795,2015,L1,11,34,10,10,14,33,42,26.2
,c-167,2015,L1,12,34,9,11,14,42,52,26.2
,c-86,2015,L1,13,34,10,8,16,50,65,26.2
,c-105,2015,L1,14,34,9,11,14,38,53,26.2
,c-533,2015,L1,15,34,9,10,15,39,54,26.2
,c-24,2015,L1,16,34,9,9,16,34,52,26.2
,c-79,2015,L1,17,34,9,6,19,50,75,26.2
,c-42,2015,L1,18,34,7,4,23,31,62,26.2
,c-27,2016,L1,1,34,25,7,2,89,22,26.2
,c-23826,2016,L1,2,34,20,7,7,66,39,26.2
,c-16,2016,L1,3,34,18,10,6,72,40,26.2
,c-533,2016,L1,4,34,16,14,4,64,37,26.2
,c-3,2016,L1,5,34,12,13,9,51,42,26.2
,c-44,2016,L1,6,34,15,4,15,43,47,26.2
,c-60,2016,L1,7,34,14,6,14,42,60,26.2
,c-86,2016,L1,8,34,13,6,15,61,64,26.2
,c-18,2016,L1,9,34,12,9,13,45,49,26.2
,c-33,2016,L1,10,34,11,10,13,45,40,26.2
,c-24,2016,L1,11,34,11,9,14,36,43,26.2
,c-15,2016,L1,12,34,11,8,15,53,55,26.2
,c-167,2016,L1,13,34,9,11,14,35,51,26.2
,c-41,2016,L1,14,34,10,8,16,33,61,26.2
,c-39,2016,L1,15,34,10,7,17,44,55,26.2
,c-82,2016,L1,16,34,10,7,17,34,52,26.2
,c-4795,2016,L1,17,34,8,8,18,36,57,26.2
,c-105,2016,L1,18,34,7,4,23,28,63,26.2
,c-27,2017,L1,1,34,27,3,4,92,28,26.2
,c-33,2017,L1,2,34,18,9,7,53,37,26.2
,c-533,2017,L1,3,34,15,10,9,66,48,26.2
,c-16,2017,L1,4,34,15,10,9,64,47,26.2
,c-15,2017,L1,5,34,15,10,9,58,44,26.2
,c-23826,2017,L1,6,34,15,8,11,57,53,26.2
,c-79,2017,L1,7,34,15,6,13,36,36,26.2
,c-24,2017,L1,8,34,14,7,13,45,45,26.2
,c-18,2017,L1,9,34,13,8,13,47,52,26.2
,c-44,2017,L1,10,34,10,13,11,43,46,26.2
,c-86,2017,L1,11,34,10,12,12,37,40,26.2
,c-167,2017,L1,12,34,10,11,13,43,46,26.2
,c-42,2017,L1,13,34,10,9,15,44,54,26.2
,c-39,2017,L1,14,34,9,9,16,38,52,26.2
,c-60,2017,L1,15,34,8,12,14,32,56,26.2
,c-82,2017,L1,16,34,6,15,13,36,48,26.2
,c-41,2017,L1,17,34,8,7,19,29,53,26.2
,c-3,2017,L1,18,34,5,7,22,35,70,26.2
,c-27,2018,L1,1,34,24,6,4,88,32,26.2
,c-16,2018,L1,2,34,23,7,4,81,44,26.2
,c-23826,2018,L1,3,34,19,9,6,63,29,26.2
,c-15,2018,L1,4,34,18,4,12,69,52,26.2
,c-18,2018,L1,5,34,16,7,11,55,42,26.2
,c-82,2018,L1,6,34,16,7,11,62,50,26.2
,c-24,2018,L1,7,34,15,9,10,60,48,26.2
,c-86,2018,L1,8,34,14,11,9,58,49,26.2
,c-533,2018,L1,9,34,13,12,9,70,52,26.2
,c-38,2018,L1,10,34,13,5,16,49,65,26.2
,c-44,2018,L1,11,34,11,10,13,49,57,26.2
,c-39,2018,L1,12,34,12,7,15,46,57,26.2
,c-60,2018,L1,13,34,8,12,14,46,61,26.2
,c-33,2018,L1,14,34,8,9,17,37,55,26.2
,c-167,2018,L1,15,34,8,8,18,51,71,26.2
,c-79,2018,L1,16,34,7,7,20,32,70,26.2
,c-42,2018,L1,17,34,5,6,23,31,71,26.2
,c-4,2018,L1,18,34,3,10,21,26,68,26.2
,c-27,2019,L1,1,34,26,4,4,100,32,26.2
,c-16,2019,L1,2,34,21,6,7,84,41,26.2
,c-23826,2019,L1,3,34,18,12,4,81,37,26.2
,c-18,2019,L1,4,34,20,5,9,66,40,26.2
,c-15,2019,L1,5,34,19,6,9,61,44,26.2
,c-533,2019,L1,6,34,15,7,12,53,53,26.2
,c-82,2019,L1,7,34,13,10,11,48,46,26.2
,c-60,2019,L1,8,34,13,9,12,48,47,26.2
,c-24,2019,L1,9,34,13,6,15,59,60,26.2
,c-44,2019,L1,10,34,11,8,15,48,59,26.2
,c-89,2019,L1,11,34,12,5,17,41,58,26.2
,c-33,2019,L1,12,34,9,12,13,38,58,26.2
,c-39,2019,L1,13,34,11,4,19,44,65,26.2
,c-3,2019,L1,14,34,10,6,18,51,69,26.2
,c-167,2019,L1,15,34,9,9,16,45,63,26.2
,c-86,2019,L1,16,34,8,7,19,42,69,26.2
,c-38,2019,L1,17,34,6,12,16,36,67,26.2
,c-127,2019,L1,18,34,4,8,22,37,74,26.2
,c-27,2020,L1,1,34,24,6,4,99,44,26.2
,c-23826,2020,L1,2,34,19,8,7,60,32,26.2
,c-16,2020,L1,3,34,20,4,10,75,46,26.2
,c-82,2020,L1,4,34,17,10,7,61,37,26.2
,c-24,2020,L1,5,34,16,12,6,69,53,26.2
,c-15,2020,L1,6,34,14,10,10,53,39,26.2
,c-89,2020,L1,7,34,12,14,8,50,43,26.2
,c-18,2020,L1,8,34,13,10,11,64,56,26.2
,c-79,2020,L1,9,34,12,9,13,56,55,26.2
,c-60,2020,L1,10,34,12,9,13,52,52,26.2
,c-533,2020,L1,11,34,11,10,13,52,54,26.2
,c-39,2020,L1,12,34,10,9,15,39,56,26.2
,c-167,2020,L1,13,34,10,6,18,36,54,26.2
